date,above_5d,above_20d,above_50d,above_200d
2016-07-26,0,74.8,82.5,77.4
2016-07-27,0,61.9,74.8,75.6
2016-07-28,0,64.1,75.0,75.0
2016-07-29,0,65.5,74.4,75.2
2016-08-01,0,60.1,71.4,73.6
2016-08-02,0,44.8,64.1,70.6
2016-08-03,0,48.2,67.1,73.2
2016-08-04,0,45.6,65.1,73.0
2016-08-05,0,55.8,72.6,76.6
2016-08-08,0,54.8,71.8,77.2
2016-08-09,0,52.2,68.7,75.8
2016-08-10,0,51.4,67.7,74.8
2016-08-11,0,60.5,71.0,78.2
2016-08-12,0,56.1,69.6,77.4
2016-08-15,0,63.5,72.0,78.8
2016-08-16,0,53.2,66.9,77.4
2016-08-17,0,52.2,67.3,77.2
2016-08-18,0,56.5,68.7,78.8
2016-08-19,0,54.8,67.8,80.0
2016-08-22,0,55.8,67.1,79.4
2016-08-23,0,62.7,68.8,79.6
2016-08-24,0,52.8,64.5,79.0
2016-08-25,0,51.8,62.1,78.0
2016-08-26,0,47.4,59.1,77.2
2016-08-29,0,56.0,62.1,78.8
2016-08-30,0,52.4,60.1,77.8
2016-08-31,0,45.4,56.5,76.6
2016-09-01,0,42.9,55.1,77.0
2016-09-02,0,54.6,59.1,77.4
2016-09-06,0,59.0,59.2,78.1
2016-09-07,0,59.8,60.0,78.5
2016-09-08,0,49.4,55.0,77.7
2016-09-09,0,16.7,34.1,67.3
2016-09-12,0,32.9,42.2,74.5
2016-09-13,0,14.7,31.7,67.9
2016-09-14,0,12.3,28.7,66.9
2016-09-15,0,24.9,35.6,69.7
2016-09-16,0,23.1,30.9,67.9
2016-09-19,0,29.3,33.5,68.5
2016-09-20,0,26.9,31.5,67.5
2016-09-21,0,47.2,45.4,71.7
2016-09-22,0,61.5,53.8,74.9
2016-09-23,0,50.2,47.6,72.7
2016-09-26,0,38.3,39.1,69.3
2016-09-27,0,50.9,43.5,71.5
2016-09-28,0,62.1,49.5,72.7
2016-09-29,0,43.9,39.1,71.0
2016-09-30,0,59.7,49.1,72.7
2016-10-03,0,53.5,46.1,70.2
2016-10-04,0,47.7,41.2,65.9
2016-10-05,0,54.6,47.5,65.7
2016-10-06,0,57.8,48.3,66.3
2016-10-07,0,49.5,42.8,64.3
2016-10-10,0,53.8,45.6,66.1
2016-10-11,0,31.8,32.7,60.5
2016-10-12,0,32.3,31.8,61.3
2016-10-13,0,25.4,25.8,61.5
2016-10-14,0,25.2,27.2,60.4
2016-10-17,0,22.5,25.4,59.4
2016-10-18,0,31.6,30.8,61.7
2016-10-19,0,38.3,36.3,62.3
2016-10-20,0,36.9,33.5,61.9
2016-10-21,0,34.9,33.9,61.3
2016-10-24,0,43.8,37.5,62.7
2016-10-25,0,39.0,34.1,59.6
2016-10-26,0,41.0,33.5,59.4
2016-10-27,0,33.9,30.2,56.4
2016-10-28,0,38.3,32.7,57.4
2016-10-31,0,42.6,36.9,58.8
2016-11-01,0,35.5,30.2,53.6
2016-11-02,0,28.8,26.6,51.5
2016-11-03,0,29.6,25.8,50.9
2016-11-04,0,27.4,26.6,49.9
2016-11-07,0,57.8,42.2,56.8
2016-11-08,0,63.5,48.5,58.4
2016-11-09,0,63.9,53.6,60.4
2016-11-10,0,64.5,55.2,60.5
2016-11-11,0,62.1,52.9,58.8
2016-11-14,0,62.7,55.4,60.5
2016-11-15,0,66.9,58.2,63.5
2016-11-16,0,66.7,56.6,61.3
2016-11-17,0,70.2,59.8,63.7
2016-11-18,0,68.0,58.4,61.9
2016-11-21,0,73.4,62.9,63.1
2016-11-22,0,74.3,64.3,65.3
2016-11-23,0,74.0,64.5,63.7
2016-11-25,0,77.3,67.8,67.1
2016-11-28,0,76.9,64.3,65.1
2016-11-29,0,76.1,64.3,64.5
2016-11-30,0,67.7,60.4,61.5
2016-12-01,0,55.4,57.6,60.5
2016-12-02,0,56.6,59.0,59.2
2016-12-05,0,60.7,62.3,60.9
2016-12-06,0,63.7,64.9,62.1
2016-12-07,0,79.6,69.4,67.0
2016-12-08,0,80.4,71.3,67.6
2016-12-09,0,83.2,74.1,68.0
2016-12-12,0,77.7,74.0,67.5
2016-12-13,0,82.0,78.5,69.6
2016-12-14,0,71.4,71.2,65.9
2016-12-15,0,70.8,71.2,65.9
2016-12-16,0,66.5,70.8,64.9
2016-12-19,0,68.4,72.4,65.1
2016-12-20,0,69.2,72.6,66.1
2016-12-21,0,66.7,73.4,65.1
2016-12-22,0,60.0,70.0,62.9
2016-12-23,0,61.5,72.0,63.7
2016-12-27,0,69.0,74.5,64.1
2016-12-28,0,47.5,65.9,61.3
2016-12-29,0,42.2,68.2,61.9
2016-12-30,0,32.1,64.3,60.4
2017-01-03,58.8,49.9,72.2,61.9
2017-01-04,83.0,66.1,80.3,66.1
2017-01-05,68.1,57.4,80.7,64.9
2017-01-06,69.9,61.5,78.8,66.8
2017-01-09,39.4,46.2,74.5,64.6
2017-01-10,39.0,50.0,71.9,65.8
2017-01-11,55.5,56.9,74.7,65.6
2017-01-12,46.1,53.4,74.3,66.2
2017-01-13,59.8,56.1,73.2,66.3
2017-01-17,48.5,53.9,73.7,67.9
2017-01-18,56.0,60.2,73.7,67.5
2017-01-19,34.0,45.9,65.7,64.8
2017-01-20,53.1,56.2,68.1,66.3
2017-01-23,45.1,50.1,65.0,64.3
2017-01-24,71.3,64.5,72.3,66.3
2017-01-25,75.0,68.7,75.8,67.7
2017-01-26,66.7,65.0,71.9,66.1
2017-01-27,55.2,59.2,68.1,64.5
2017-01-30,30.1,54.0,61.2,64.2
2017-01-31,36.8,57.2,61.4,65.9
2017-02-01,32.9,49.7,56.2,64.5
2017-02-02,47.9,52.5,56.6,67.7
2017-02-03,73.9,66.3,64.2,68.5
2017-02-06,59.8,60.6,61.4,66.9
2017-02-07,56.7,56.7,58.5,67.1
2017-02-08,54.7,59.6,59.2,68.9
2017-02-09,71.8,69.9,66.1,71.8
2017-02-10,83.5,73.6,68.9,72.8
2017-02-13,84.6,75.6,73.6,73.8
2017-02-14,76.0,77.4,74.0,73.8
2017-02-15,75.4,78.9,74.0,75.4
2017-02-16,63.6,76.2,73.6,75.6
2017-02-17,63.4,76.4,73.2,76.2
2017-02-21,77.2,81.5,77.8,77.8
2017-02-22,62.6,78.7,76.0,77.0
2017-02-23,57.9,74.0,75.6,76.4
2017-02-24,58.7,77.2,76.2,78.5
2017-02-27,58.7,78.9,77.8,78.9
2017-02-28,43.0,72.4,73.2,77.1
2017-03-01,76.7,83.0,77.7,79.9
2017-03-02,54.8,75.3,75.0,78.7
2017-03-03,49.7,74.0,74.8,77.9
2017-03-06,29.4,65.9,73.0,76.5
2017-03-07,16.4,58.0,69.4,74.2
2017-03-08,24.6,49.5,66.7,73.2
2017-03-09,33.3,44.0,63.9,73.0
2017-03-10,55.8,51.7,67.1,73.5
2017-03-13,62.6,52.7,66.9,73.5
2017-03-14,44.1,43.3,64.8,72.8
2017-03-15,79.1,61.0,69.6,76.1
2017-03-16,65.2,54.9,69.0,74.5
2017-03-17,59.8,53.9,66.2,75.9
2017-03-20,43.7,48.5,66.0,75.0
2017-03-21,15.9,28.8,52.5,73.3
2017-03-22,24.4,34.8,55.3,73.5
2017-03-23,27.4,33.2,54.3,73.3
2017-03-24,37.6,33.0,53.5,72.8
2017-03-27,41.7,32.8,51.7,72.0
2017-03-28,70.0,45.5,56.7,74.8
2017-03-29,69.6,51.7,56.9,75.3
2017-03-30,72.2,56.1,60.2,76.1
2017-03-31,59.8,53.5,59.0,75.7
2017-04-03,36.6,45.1,53.7,74.3
2017-04-04,38.4,44.1,54.5,75.0
2017-04-05,31.0,40.8,52.1,73.8
2017-04-06,51.5,47.9,56.5,74.0
2017-04-07,50.3,46.3,55.6,75.2
2017-04-10,61.0,52.1,57.2,76.6
2017-04-11,58.0,52.1,56.6,77.0
2017-04-12,33.7,40.6,49.3,74.2
2017-04-13,18.0,28.9,41.0,69.9
2017-04-17,56.8,49.9,49.7,74.0
2017-04-18,52.5,47.1,46.3,72.3
2017-04-19,61.0,46.3,45.9,71.9
2017-04-20,74.0,62.2,55.0,74.0
2017-04-21,57.2,57.8,49.9,73.1
2017-04-24,79.0,72.1,59.2,75.2
2017-04-25,83.8,75.8,61.0,76.2
2017-04-26,73.9,71.7,61.2,76.2
2017-04-27,63.6,68.9,61.6,75.2
2017-04-28,38.6,60.2,55.6,73.1
2017-05-01,36.6,59.2,54.5,71.9
2017-05-02,46.9,60.8,56.6,72.1
2017-05-03,41.2,56.4,52.7,71.1
2017-05-04,51.3,59.4,55.6,70.7
2017-05-05,71.7,65.5,59.4,71.3
2017-05-08,59.4,62.4,57.8,71.3
2017-05-09,49.9,58.0,56.2,71.5
2017-05-10,53.5,61.4,58.6,70.9
2017-05-11,38.2,55.2,57.2,69.9
2017-05-12,30.3,48.9,53.9,68.7
2017-05-15,61.6,56.8,58.2,69.5
2017-05-16,47.3,51.7,54.0,67.7
2017-05-17,13.1,27.5,41.8,64.0
2017-05-18,23.6,32.5,44.5,64.2
2017-05-19,54.9,41.2,50.1,66.9
2017-05-22,78.0,50.1,53.3,68.3
2017-05-23,81.2,52.3,54.0,68.9
2017-05-24,76.6,56.4,56.0,68.9
2017-05-25,73.3,61.8,59.0,68.9
2017-05-26,66.5,61.2,58.0,68.9
2017-05-30,57.8,60.2,57.8,67.5
2017-05-31,52.9,62.4,58.0,67.9
2017-06-01,81.4,72.3,66.5,70.7
2017-06-02,78.2,73.3,66.1,70.9
2017-06-05,65.1,70.1,63.4,69.9
2017-06-06,41.6,65.1,61.4,68.9
2017-06-07,41.2,64.5,61.8,69.7
2017-06-08,44.1,69.5,63.4,69.3
2017-06-09,55.8,71.7,68.5,69.9
2017-06-12,59.4,70.3,70.5,72.1
2017-06-13,71.5,78.6,72.9,73.1
2017-06-14,65.0,72.9,70.9,71.3
2017-06-15,56.2,70.5,70.5,71.9
2017-06-16,54.2,67.3,68.7,71.8
2017-06-19,74.8,74.0,73.4,72.0
2017-06-20,42.1,62.5,67.7,70.2
2017-06-21,33.5,54.0,63.9,70.2
2017-06-22,30.8,50.4,62.1,70.0
2017-06-23,42.9,51.6,64.1,70.0
2017-06-26,59.1,56.7,66.3,72.2
2017-06-27,39.1,43.2,60.7,69.4
2017-06-28,62.1,57.5,69.2,72.4
2017-06-29,35.9,44.6,57.7,70.4
2017-06-30,46.1,49.1,61.2,70.5
2017-07-03,60.6,57.8,65.9,73.1
2017-07-05,52.5,53.1,63.2,70.9
2017-07-06,25.3,35.8,53.7,69.3
2017-07-07,50.5,48.1,59.0,70.1
2017-07-10,48.5,50.3,56.6,69.7
2017-07-11,48.1,47.9,57.8,69.5
2017-07-12,75.2,58.4,64.3,70.9
2017-07-13,72.1,60.8,63.4,70.5
2017-07-14,83.0,68.7,69.5,72.1
2017-07-17,78.6,71.5,70.1,72.7
2017-07-18,57.4,66.5,67.1,71.9
2017-07-19,73.1,73.5,73.3,73.7
2017-07-20,67.9,70.3,71.7,72.9
2017-07-21,61.9,71.7,71.5,73.7
2017-07-24,54.5,67.8,68.0,72.3
2017-07-25,61.1,74.1,69.4,74.1
2017-07-26,57.2,68.5,66.5,72.7
2017-07-27,48.3,66.5,64.3,73.1
2017-07-28,46.7,64.8,62.8,71.1
2017-07-31,45.7,63.0,63.0,71.7
2017-08-01,55.1,61.5,63.1,71.4
2017-08-02,45.0,57.9,60.9,70.0
2017-08-03,43.6,54.6,59.1,69.4
2017-08-04,52.6,55.1,61.7,70.0
2017-08-07,56.5,55.5,61.1,69.6
2017-08-08,41.9,47.8,56.5,69.4
2017-08-09,39.7,47.6,55.8,68.5
2017-08-10,13.9,29.6,43.6,63.9
2017-08-11,14.4,27.1,42.4,65.3
2017-08-14,63.4,44.8,53.1,67.7
2017-08-15,61.0,43.4,51.9,67.1
2017-08-16,69.3,46.7,53.3,67.3
2017-08-17,17.6,28.3,41.6,60.8
2017-08-18,13.9,25.7,39.4,60.4
2017-08-21,26.5,29.1,40.4,59.4
2017-08-22,72.5,42.4,47.3,62.8
2017-08-23,67.1,37.4,44.1,61.8
2017-08-24,56.4,37.2,42.8,61.4
2017-08-25,66.5,42.0,45.5,63.0
2017-08-28,54.0,40.4,43.2,61.6
2017-08-29,50.7,41.6,42.6,61.0
2017-08-30,60.0,49.1,46.5,62.0
2017-08-31,70.7,60.0,50.9,63.2
2017-09-01,81.7,66.3,54.4,63.9
2017-09-05,51.3,57.4,49.7,60.0
2017-09-06,48.3,61.6,53.3,62.4
2017-09-07,54.0,65.5,52.7,61.4
2017-09-08,55.0,64.2,53.1,62.2
2017-09-11,82.2,73.1,62.2,64.0
2017-09-12,76.8,75.6,63.0,66.3
2017-09-13,70.3,72.1,62.6,65.5
2017-09-14,60.9,74.2,62.1,64.7
2017-09-15,57.3,76.0,62.1,66.3
2017-09-18,55.8,72.8,64.7,66.3
2017-09-19,54.4,68.2,65.5,67.7
2017-09-20,58.5,67.8,62.9,67.8
2017-09-21,47.8,63.1,60.3,67.3
2017-09-22,54.2,63.7,59.7,67.1
2017-09-25,56.0,62.1,61.1,69.0
2017-09-26,53.6,60.1,61.1,68.7
2017-09-27,64.1,64.3,63.3,69.2
2017-09-28,61.7,61.3,62.5,69.4
2017-09-29,66.5,65.3,65.7,70.0
2017-10-02,76.0,69.8,67.7,71.2
2017-10-03,69.4,69.0,69.8,69.8
2017-10-04,72.8,72.4,71.4,71.2
2017-10-05,77.6,76.6,73.9,72.5
2017-10-06,61.2,72.7,72.7,71.5
2017-10-09,48.7,68.3,70.7,70.1
2017-10-10,56.2,70.9,71.3,70.9
2017-10-11,54.9,70.9,71.3,72.1
2017-10-12,61.0,72.3,74.5,72.1
2017-10-13,62.8,71.7,74.2,71.7
2017-10-16,56.8,70.1,72.9,71.5
2017-10-17,50.5,66.9,73.3,71.9
2017-10-18,49.9,65.7,74.8,72.1
2017-10-19,56.8,66.9,76.2,72.5
2017-10-20,73.1,74.0,76.2,73.5
2017-10-23,60.2,69.1,73.7,73.5
2017-10-24,59.0,67.1,73.3,72.3
2017-10-25,34.5,57.2,69.7,70.7
2017-10-26,47.9,60.4,66.5,69.3
2017-10-27,54.5,61.2,68.5,69.5
2017-10-30,40.6,52.1,65.7,68.5
2017-10-31,47.4,54.8,67.1,67.5
2017-11-01,49.4,55.4,66.5,68.2
2017-11-02,54.5,57.5,65.4,67.6
2017-11-03,62.0,55.3,64.6,67.4
2017-11-06,56.7,57.2,65.2,68.0
2017-11-07,54.9,53.3,64.0,67.7
2017-11-08,59.4,54.6,64.5,67.7
2017-11-09,45.7,51.7,63.4,68.1
2017-11-10,39.4,51.7,62.0,67.7
2017-11-13,50.3,55.0,64.0,67.7
2017-11-14,52.3,53.3,63.0,67.5
2017-11-15,37.9,45.0,56.0,65.5
2017-11-16,66.3,54.2,61.1,67.8
2017-11-17,58.5,54.2,60.5,66.5
2017-11-20,60.5,56.9,61.7,67.3
2017-11-21,69.4,62.5,62.5,69.0
2017-11-22,61.1,61.1,62.7,68.5
2017-11-24,61.9,64.3,62.1,68.0
2017-11-27,53.2,61.7,60.9,67.1
2017-11-28,80.0,76.0,70.2,70.6
2017-11-29,72.8,72.8,75.0,72.2
2017-11-30,76.8,76.4,74.6,71.8
2017-12-01,69.4,78.2,77.4,74.2
2017-12-04,59.4,70.9,72.5,76.4
2017-12-05,40.6,64.2,69.3,74.2
2017-12-06,32.5,62.4,67.1,73.7
2017-12-07,50.7,66.5,70.1,74.7
2017-12-08,72.5,73.1,73.9,74.5
2017-12-11,73.7,74.8,75.6,76.2
2017-12-12,63.4,71.7,73.1,77.0
2017-12-13,49.9,69.5,72.5,75.6
2017-12-14,29.3,56.4,66.3,74.5
2017-12-15,63.4,70.1,72.3,77.2
2017-12-18,76.8,77.2,75.2,77.0
2017-12-19,63.4,70.9,72.3,75.0
2017-12-20,58.4,66.3,71.5,76.0
2017-12-21,52.1,66.1,71.9,76.0
2017-12-22,50.9,62.4,71.7,76.4
2017-12-26,53.3,63.0,71.9,76.2
2017-12-27,58.4,65.1,72.9,76.4
2017-12-28,65.7,69.5,75.0,76.8
2017-12-29,35.0,57.4,71.7,76.6
2018-01-02,58.7,64.3,74.0,76.6
2018-01-03,67.3,73.0,78.4,76.2
2018-01-04,73.8,74.4,78.0,76.8
2018-01-05,78.0,78.0,81.8,78.0
2018-01-08,76.8,79.8,81.8,78.8
2018-01-09,65.7,76.0,82.2,77.6
2018-01-10,48.9,72.1,78.8,76.8
2018-01-11,68.5,76.0,80.2,77.0
2018-01-12,73.3,78.0,81.0,77.6
2018-01-16,53.9,73.7,78.8,77.2
2018-01-17,74.5,78.0,80.2,78.4
2018-01-18,54.5,76.2,79.8,77.8
2018-01-19,68.9,77.4,81.0,78.4
2018-01-22,80.8,79.4,82.6,79.8
2018-01-23,78.6,81.4,84.2,81.0
2018-01-24,72.7,78.0,82.8,80.8
2018-01-25,59.0,77.6,83.0,81.0
2018-01-26,74.7,80.4,83.8,82.2
2018-01-29,48.1,72.9,80.2,80.8
2018-01-30,18.6,59.2,76.4,79.4
2018-01-31,29.9,58.4,74.8,79.4
2018-02-01,26.1,51.9,72.5,77.8
2018-02-02,7.5,26.5,59.6,74.7
2018-02-05,0.8,6.1,27.7,61.2
2018-02-06,6.9,7.9,37.4,66.5
2018-02-07,16.2,10.5,35.2,64.8
2018-02-08,5.0,3.0,13.5,51.9
2018-02-09,25.3,6.5,17.6,57.0
2018-02-12,62.4,10.1,25.7,61.0
2018-02-13,76.4,11.5,28.7,61.2
2018-02-14,89.3,23.8,40.4,65.9
2018-02-15,91.5,36.2,46.5,68.7
2018-02-16,85.0,38.6,46.5,69.3
2018-02-20,55.0,32.7,41.6,67.1
2018-02-21,28.3,30.1,40.0,65.7
2018-02-22,27.3,31.1,40.0,65.0
2018-02-23,80.2,58.4,50.3,68.5
2018-02-26,89.1,69.7,55.6,70.1
2018-02-27,48.2,54.6,45.2,66.7
2018-02-28,18.5,42.9,37.6,63.6
2018-03-01,8.0,30.4,28.0,60.0
2018-03-02,25.6,41.5,32.6,60.8
2018-03-05,68.3,58.8,39.6,63.4
2018-03-06,81.6,62.4,41.8,64.0
2018-03-07,74.5,60.4,40.6,64.0
2018-03-08,73.0,64.9,43.2,64.5
2018-03-09,85.1,77.2,53.4,69.0
2018-03-12,81.0,74.4,51.2,68.7
2018-03-13,61.7,68.7,48.8,66.9
2018-03-14,31.1,58.5,44.0,65.7
2018-03-15,22.6,55.0,43.0,64.3
2018-03-16,43.2,62.1,48.2,65.3
2018-03-19,19.4,43.6,39.3,62.7
2018-03-20,37.4,47.1,40.8,62.4
2018-03-21,37.6,48.1,41.5,62.4
2018-03-22,8.2,18.3,23.3,54.7
2018-03-23,6.0,9.1,14.5,48.1
2018-03-26,38.6,25.4,26.4,56.1
2018-03-27,27.8,17.3,21.5,52.1
2018-03-28,41.4,18.7,21.5,52.3
2018-03-29,81.7,28.6,30.0,56.3
2018-04-02,12.3,14.3,17.7,46.7
2018-04-03,54.2,22.0,24.6,51.5
2018-04-04,85.0,33.9,32.9,57.0
2018-04-05,91.3,45.2,38.3,57.1
2018-04-06,27.6,23.6,24.4,49.2
2018-04-09,19.4,26.4,27.4,50.6
2018-04-10,68.2,46.2,38.1,54.8
2018-04-11,50.6,38.9,35.5,52.6
2018-04-12,74.8,52.4,38.7,55.8
2018-04-13,59.9,47.6,38.7,54.0
2018-04-16,81.3,70.2,49.6,57.3
2018-04-17,87.1,79.4,58.5,59.7
2018-04-18,82.1,81.0,60.5,60.1
2018-04-19,59.1,72.4,52.6,57.1
2018-04-20,28.8,62.1,45.6,55.0
2018-04-23,31.7,62.7,47.6,56.7
2018-04-24,22.6,50.4,41.5,52.0
2018-04-25,37.7,51.4,41.9,52.8
2018-04-26,62.9,58.5,46.8,55.8
2018-04-27,67.3,62.1,49.2,54.4
2018-04-30,41.5,51.0,45.4,50.4
2018-05-01,42.1,50.6,45.8,52.4
2018-05-02,24.4,41.9,38.9,48.2
2018-05-03,27.7,37.2,37.8,47.7
2018-05-04,65.7,50.3,46.5,53.3
2018-05-07,67.3,51.1,47.1,53.5
2018-05-08,66.5,49.1,45.5,52.3
2018-05-09,74.2,57.0,51.5,54.6
2018-05-10,82.6,61.0,60.0,58.4
2018-05-11,82.2,63.4,60.8,60.0
2018-05-14,69.3,64.8,61.0,59.2
2018-05-15,45.1,58.8,53.7,56.8
2018-05-16,53.3,66.5,56.8,57.8
2018-05-17,53.1,65.9,56.8,57.0
2018-05-18,51.7,63.8,56.8,58.2
2018-05-21,70.3,71.7,62.8,60.4
2018-05-22,54.5,67.3,61.2,58.4
2018-05-23,54.9,68.7,60.8,59.2
2018-05-24,49.4,65.1,60.5,59.3
2018-05-25,45.0,64.7,59.5,57.5
2018-05-29,26.4,46.8,50.6,51.0
2018-05-30,58.9,64.9,60.9,56.9
2018-05-31,34.7,47.4,52.4,52.4
2018-06-01,62.2,59.0,60.0,56.3
2018-06-04,71.9,60.4,59.6,56.4
2018-06-05,66.5,59.6,59.4,58.0
2018-06-06,80.6,68.1,65.7,60.2
2018-06-07,74.7,70.5,67.5,61.6
2018-06-08,77.6,77.4,71.2,61.9
2018-06-11,70.4,76.2,73.4,63.1
2018-06-12,68.2,74.0,74.0,63.7
2018-06-13,41.3,65.7,67.1,60.7
2018-06-14,45.8,68.2,69.8,60.9
2018-06-15,49.0,64.9,68.2,60.3
2018-06-18,40.0,61.0,65.8,60.0
2018-06-19,35.3,58.1,63.5,55.8
2018-06-20,44.4,60.3,63.1,56.1
2018-06-21,33.3,51.6,57.9,55.1
2018-06-22,44.2,54.2,61.1,57.7
2018-06-25,26.6,39.3,53.0,54.2
2018-06-26,30.6,37.7,53.6,53.2
2018-06-27,21.0,32.5,48.0,50.8
2018-06-28,37.9,34.5,51.0,52.4
2018-06-29,50.7,34.9,52.5,52.9
2018-07-02,54.2,31.1,51.1,52.3
2018-07-03,51.9,31.1,51.1,52.9
2018-07-05,74.5,41.4,55.8,55.6
2018-07-06,86.3,52.7,59.0,57.6
2018-07-09,87.3,68.1,66.7,60.4
2018-07-10,86.3,73.4,69.6,61.5
2018-07-11,48.6,56.9,59.7,58.9
2018-07-12,57.5,66.1,64.7,59.7
2018-07-13,59.5,70.6,65.7,60.1
2018-07-16,45.4,64.5,62.9,59.3
2018-07-17,62.3,71.0,65.5,60.9
2018-07-18,57.9,72.2,66.9,61.9
2018-07-19,57.3,72.4,65.5,61.1
2018-07-20,43.5,64.3,61.7,59.9
2018-07-23,42.9,63.5,62.3,58.3
2018-07-24,44.6,62.3,63.1,58.5
2018-07-25,67.8,69.4,66.3,61.3
2018-07-26,74.2,73.8,72.2,63.9
2018-07-27,53.2,62.5,67.1,62.1
2018-07-30,45.2,55.1,62.9,61.1
2018-07-31,58.8,60.6,66.5,64.5
2018-08-01,36.8,54.6,61.6,62.0
2018-08-02,52.9,59.0,62.4,63.0
2018-08-03,66.7,62.8,65.1,65.0
2018-08-06,69.5,65.7,67.3,65.7
2018-08-07,76.8,68.3,70.3,65.7
2018-08-08,60.6,64.3,69.1,65.7
2018-08-09,47.3,64.3,67.5,65.0
2018-08-10,25.9,51.9,61.2,61.4
2018-08-13,21.0,46.7,57.0,59.4
2018-08-14,51.7,55.8,61.8,63.6
2018-08-15,40.4,46.9,57.0,61.8
2018-08-16,70.9,57.0,62.0,64.3
2018-08-17,77.8,61.6,65.3,64.5
2018-08-20,83.4,65.0,68.5,65.5
2018-08-21,77.4,69.5,71.1,65.5
2018-08-22,58.0,65.1,69.9,65.0
2018-08-23,36.8,59.4,66.3,63.8
2018-08-24,55.8,67.5,68.9,65.0
2018-08-27,71.7,78.0,72.9,66.1
2018-08-28,72.5,77.4,72.5,66.3
2018-08-29,78.8,82.1,75.0,67.7
2018-08-30,43.0,66.7,68.7,65.9
2018-08-31,44.8,67.1,68.8,65.9
2018-09-04,41.4,60.8,66.7,65.3
2018-09-05,49.3,65.0,68.1,65.0
2018-09-06,51.1,62.2,66.7,64.0
2018-09-07,39.4,54.2,63.6,63.2
2018-09-10,51.7,58.4,65.7,63.6
2018-09-11,53.5,57.8,64.5,63.6
2018-09-12,56.2,56.8,65.1,63.8
2018-09-13,71.6,62.9,66.9,63.1
2018-09-14,65.9,63.1,68.5,63.3
2018-09-17,52.0,55.8,65.9,63.1
2018-09-18,59.9,61.1,65.9,63.7
2018-09-19,56.3,57.1,65.3,66.1
2018-09-20,70.0,65.1,70.0,69.4
2018-09-21,68.8,66.7,69.8,70.0
2018-09-24,37.3,54.8,59.7,65.9
2018-09-25,30.1,49.6,57.3,64.5
2018-09-26,29.6,45.6,55.0,62.1
2018-09-27,32.3,46.0,54.8,62.3
2018-09-28,50.8,48.8,54.8,62.3
2018-10-01,55.3,48.8,55.9,62.0
2018-10-02,52.9,46.5,55.8,61.8
2018-10-03,50.5,45.1,53.1,62.2
2018-10-04,36.4,33.5,49.5,62.4
2018-10-05,31.3,32.7,47.5,61.0
2018-10-08,44.1,39.0,47.9,62.8
2018-10-09,38.2,36.0,45.9,60.8
2018-10-10,11.1,13.5,22.2,49.9
2018-10-11,1.6,4.2,10.7,37.2
2018-10-12,11.5,6.5,15.1,41.9
2018-10-15,21.6,9.5,14.1,42.5
2018-10-16,87.1,23.8,25.6,50.6
2018-10-17,82.3,24.0,25.6,48.2
2018-10-18,42.6,20.4,21.8,43.6
2018-10-19,39.7,25.0,22.4,43.8
2018-10-22,24.0,19.2,19.4,41.5
2018-10-23,23.2,18.2,17.3,40.1
2018-10-24,16.3,15.7,13.3,32.3
2018-10-25,32.9,20.6,16.1,36.1
2018-10-26,19.0,15.1,10.1,32.1
2018-10-29,34.9,21.6,15.7,32.5
2018-10-30,76.0,32.1,21.8,39.5
2018-10-31,77.8,35.7,21.4,39.5
2018-11-01,83.9,50.2,25.2,43.6
2018-11-02,74.0,49.0,23.0,42.5
2018-11-05,80.8,61.9,28.8,44.8
2018-11-06,82.1,69.4,34.9,45.8
2018-11-07,90.7,82.3,47.9,49.7
2018-11-08,82.5,80.1,48.9,49.9
2018-11-09,56.1,74.0,46.1,47.5
2018-11-12,22.7,57.0,35.4,42.9
2018-11-13,25.0,59.0,37.2,43.1
2018-11-14,22.3,53.1,32.8,40.4
2018-11-15,53.9,65.6,37.0,42.9
2018-11-16,68.8,66.6,40.5,43.5
2018-11-19,40.1,53.9,35.8,39.2
2018-11-20,15.7,39.0,28.0,34.2
2018-11-21,18.3,41.4,28.8,34.6
2018-11-23,21.7,38.2,29.2,35.0
2018-11-26,69.4,49.1,36.0,38.0
2018-11-27,77.3,46.5,37.6,37.8
2018-11-28,92.4,66.7,50.4,44.6
2018-11-29,80.5,62.7,49.0,43.6
2018-11-30,77.7,68.0,55.9,45.7
2018-12-03,85.7,79.9,63.6,49.9
2018-12-04,11.7,39.4,40.5,41.0
2018-12-05,11.7,39.4,40.5,41.0
2018-12-06,20.1,37.8,40.5,39.4
2018-12-07,10.5,18.7,26.0,34.8
2018-12-10,12.5,20.9,27.6,36.4
2018-12-11,22.5,24.2,29.0,35.4
2018-12-12,44.1,28.2,32.4,36.6
2018-12-13,48.5,28.8,29.6,35.6
2018-12-14,14.5,15.1,22.7,31.4
2018-12-17,2.8,4.2,15.5,24.2
2018-12-18,8.3,4.8,14.9,25.6
2018-12-19,4.2,2.2,11.7,20.9
2018-12-20,3.8,1.4,7.3,16.5
2018-12-21,4.0,1.2,6.0,14.5
2018-12-24,0.6,0.2,1.2,9.6
2018-12-26,70.5,3.0,4.6,15.1
2018-12-27,89.0,6.0,7.4,17.5
2018-12-28,93.6,6.0,7.0,17.3
2018-12-31,95.0,14.1,10.9,20.3
2019-01-02,67.5,18.2,6.5,17.0
2019-01-03,21.8,7.3,3.0,12.5
2019-01-04,83.9,43.0,11.5,19.4
