date,above_5d,above_20d,above_50d,above_200d
2019-01-07,86.5,58.1,17.1,22.2
2019-01-08,93.5,72.4,24.6,26.0
2019-01-09,92.7,79.8,28.8,26.8
2019-01-10,88.3,86.3,37.9,28.0
2019-01-11,83.5,87.7,36.7,29.2
2019-01-14,56.1,85.9,32.7,27.0
2019-01-15,69.0,91.7,41.3,30.0
2019-01-16,61.5,91.3,43.6,29.6
2019-01-17,85.1,93.8,52.8,31.7
2019-01-18,94.8,97.0,69.4,37.7
2019-01-22,62.1,92.3,57.9,33.3
2019-01-23,49.6,90.5,59.5,32.7
2019-01-24,52.6,87.5,64.3,33.7
2019-01-25,77.2,89.1,71.2,36.9
2019-01-28,64.3,85.9,69.6,35.3
2019-01-29,61.3,84.1,72.4,35.7
2019-01-30,77.2,88.3,78.6,42.4
2019-01-31,79.4,90.5,82.8,42.8
2019-02-01,78.0,88.1,84.0,45.1
2019-02-04,82.2,89.7,87.3,47.9
2019-02-05,80.4,90.3,87.9,49.5
2019-02-06,63.2,85.3,85.7,49.5
2019-02-07,41.6,76.8,81.0,45.9
2019-02-08,43.2,74.5,80.8,46.9
2019-02-11,48.7,72.9,80.8,47.3
2019-02-12,80.2,80.0,86.7,52.3
2019-02-13,85.0,81.4,88.5,55.2
2019-02-14,70.5,78.8,87.9,53.9
2019-02-15,86.5,87.5,91.3,57.5
2019-02-19,83.5,89.7,91.9,58.7
2019-02-20,77.0,88.7,91.5,59.9
2019-02-21,62.7,82.9,90.5,58.3
2019-02-22,68.0,83.9,91.5,59.5
2019-02-25,60.1,83.3,90.5,59.1
2019-02-26,47.2,79.6,91.1,57.7
2019-02-27,50.8,75.2,91.7,57.9
2019-02-28,45.2,72.0,90.3,56.9
2019-03-01,62.5,76.4,89.9,58.5
2019-03-04,47.9,70.3,87.7,58.6
2019-03-05,37.4,64.5,86.9,57.0
2019-03-06,21.8,47.9,83.0,54.5
2019-03-07,13.9,35.8,78.8,50.5
2019-03-08,17.4,32.5,74.0,49.3
2019-03-11,68.3,50.5,80.8,53.9
2019-03-12,82.0,52.5,80.8,54.9
2019-03-13,87.7,59.6,81.8,56.2
2019-03-14,75.4,58.6,78.8,55.0
2019-03-15,66.7,59.8,78.0,56.0
2019-03-18,71.5,66.7,79.0,59.0
2019-03-19,57.8,63.6,77.0,55.8
2019-03-20,35.6,50.3,69.3,53.3
2019-03-21,75.0,70.5,74.2,57.6
2019-03-22,25.9,46.7,60.8,51.9
2019-03-25,28.1,46.1,60.6,52.1
2019-03-26,56.0,56.8,65.7,53.7
2019-03-27,46.3,52.7,63.4,53.9
2019-03-28,69.5,57.0,65.1,55.0
2019-03-29,79.8,68.3,69.7,57.0
2019-04-01,83.2,83.2,77.6,61.8
2019-04-02,77.0,80.0,77.2,62.6
2019-04-03,69.7,77.2,76.4,63.0
2019-04-04,67.3,78.0,79.0,65.3
2019-04-05,80.8,84.8,82.8,67.3
2019-04-08,74.5,81.4,82.0,67.9
2019-04-09,33.9,74.0,76.6,65.0
2019-04-10,51.7,80.2,79.6,67.1
2019-04-11,58.0,78.8,79.6,67.3
2019-04-12,75.4,81.0,83.0,71.1
2019-04-15,70.7,78.4,80.2,69.7
2019-04-16,60.8,69.9,75.2,70.3
2019-04-17,47.1,64.2,69.3,69.7
2019-04-18,43.6,64.2,69.9,70.5
2019-04-22,40.0,62.2,67.3,69.5
2019-04-23,68.1,66.3,73.1,72.5
2019-04-24,67.5,66.1,73.3,71.9
2019-04-25,53.3,60.4,70.3,70.9
2019-04-26,68.7,64.8,71.1,70.7
2019-04-29,55.4,58.6,69.7,70.3
2019-04-30,67.3,63.8,72.1,70.9
2019-05-01,36.8,53.3,65.5,68.1
2019-05-02,40.4,52.9,66.1,67.9
2019-05-03,65.1,61.2,72.3,69.3
2019-05-06,48.1,56.0,68.7,68.7
2019-05-07,14.4,36.2,53.3,66.1
2019-05-08,14.7,31.5,52.1,63.8
2019-05-09,18.2,30.9,49.3,64.0
2019-05-10,48.1,40.0,55.2,64.3
2019-05-13,19.6,25.5,35.6,55.8
2019-05-14,33.1,29.9,43.2,57.4
2019-05-15,50.9,34.5,43.8,58.2
2019-05-16,73.1,41.4,49.9,59.0
2019-05-17,61.8,36.8,47.3,58.0
2019-05-20,39.2,32.1,42.2,57.0
2019-05-21,66.3,42.2,49.3,60.4
2019-05-22,52.5,41.4,47.9,58.8
2019-05-23,27.9,31.9,40.6,54.9
2019-05-24,32.3,33.1,42.0,54.9
2019-05-28,12.7,25.3,34.5,51.9
2019-05-29,7.7,17.8,30.1,50.9
2019-05-30,30.1,22.8,31.5,51.1
2019-05-31,19.4,19.6,28.1,48.3
2019-06-03,44.6,26.2,29.4,49.0
2019-06-04,88.9,47.2,38.3,55.8
2019-06-05,91.1,60.5,46.0,58.5
2019-06-06,90.9,66.1,49.0,59.3
2019-06-07,88.7,72.8,51.6,60.9
2019-06-10,77.8,76.4,55.0,61.7
2019-06-11,65.1,76.0,54.8,61.1
2019-06-12,56.9,72.6,51.8,60.7
2019-06-13,66.1,80.2,57.9,62.1
2019-06-14,50.4,77.4,54.4,61.1
2019-06-17,49.6,74.4,53.6,61.1
2019-06-18,71.0,84.9,61.1,65.3
2019-06-19,77.4,86.3,61.5,66.3
2019-06-20,85.5,91.3,67.8,69.0
2019-06-21,71.4,87.5,67.1,67.8
2019-06-24,53.8,82.9,62.9,68.7
2019-06-25,34.7,77.2,62.3,67.7
2019-06-26,25.6,63.7,59.9,66.3
2019-06-27,47.8,68.8,64.7,67.7
2019-06-28,73.2,76.2,72.2,71.4
2019-07-01,80.5,78.2,75.8,72.2
2019-07-02,77.9,80.1,75.1,71.9
2019-07-03,84.5,86.5,81.3,73.9
2019-07-05,75.1,85.7,80.9,73.7
2019-07-08,46.2,79.5,76.7,71.7
2019-07-09,42.8,75.5,76.9,71.5
2019-07-10,46.9,75.2,77.6,71.5
2019-07-11,55.1,73.2,78.6,71.5
2019-07-12,72.2,79.6,83.8,72.8
2019-07-15,67.3,77.0,83.2,72.5
2019-07-16,55.3,73.0,82.0,72.5
2019-07-17,26.1,56.7,75.8,70.8
2019-07-18,41.7,60.1,77.6,70.5
2019-07-19,29.5,52.9,75.0,71.0
2019-07-22,36.5,51.3,72.2,71.0
2019-07-23,63.9,61.5,77.2,72.8
2019-07-24,71.5,63.7,80.2,75.2
2019-07-25,58.5,55.3,75.2,72.7
2019-07-26,69.3,60.1,77.4,74.5
2019-07-29,53.5,58.0,75.0,73.9
2019-07-30,51.5,58.4,75.0,73.9
2019-07-31,26.5,41.6,67.3,71.1
2019-08-01,22.4,29.5,53.9,66.7
2019-08-02,18.6,27.9,47.7,65.0
2019-08-05,4.8,11.5,26.5,53.5
2019-08-06,19.6,20.8,34.2,57.6
2019-08-07,35.4,24.4,37.0,57.2
2019-08-08,84.5,37.2,50.1,62.2
2019-08-09,72.2,32.9,42.6,59.7
2019-08-12,29.2,27.6,37.2,56.9
2019-08-13,61.2,37.2,41.4,59.0
2019-08-14,3.0,18.2,25.7,52.5
2019-08-15,19.4,24.0,28.9,52.1
2019-08-16,65.0,34.5,36.2,54.5
2019-08-19,90.5,43.6,44.1,57.2
2019-08-20,75.2,38.2,39.4,55.6
2019-08-21,81.8,46.7,43.4,57.6
2019-08-22,63.2,46.9,44.5,57.4
2019-08-23,5.1,25.5,29.1,51.1
2019-08-26,26.9,35.0,35.0,53.7
2019-08-27,24.8,34.2,33.7,52.5
2019-08-28,57.6,43.2,36.0,54.5
2019-08-29,92.5,62.0,43.2,56.4
2019-08-30,88.1,67.7,44.8,57.0
2019-09-03,55.4,50.1,40.4,55.4
2019-09-04,79.0,70.7,45.3,56.6
2019-09-05,84.2,85.0,55.4,63.0
2019-09-06,84.5,85.5,56.2,64.5
2019-09-09,70.1,78.0,60.0,67.5
2019-09-10,65.5,75.0,63.4,71.1
2019-09-11,69.9,77.6,66.9,73.7
2019-09-12,69.5,78.4,68.1,73.3
2019-09-13,65.1,75.6,68.7,75.0
2019-09-16,54.2,76.4,69.3,74.5
2019-09-17,49.9,82.4,72.5,72.9
2019-09-18,50.3,80.8,73.3,71.9
2019-09-19,44.0,79.6,72.0,71.4
2019-09-20,32.9,73.2,69.4,70.4
2019-09-23,37.1,70.6,70.0,69.8
2019-09-24,26.0,57.1,63.7,68.2
2019-09-25,49.8,61.9,67.7,69.0
2019-09-26,51.4,56.3,66.9,67.5
2019-09-27,41.9,48.2,61.9,67.3
2019-09-30,58.3,52.4,66.1,67.3
2019-10-01,19.2,27.6,48.2,64.5
2019-10-02,3.8,11.7,32.5,56.5
2019-10-03,18.6,16.8,38.0,58.8
2019-10-04,60.4,32.7,50.3,62.4
2019-10-07,64.2,26.9,47.3,59.8
2019-10-08,17.8,15.6,31.9,53.1
2019-10-09,35.6,23.8,39.2,55.8
2019-10-10,62.8,30.3,46.9,58.0
2019-10-11,82.6,50.5,60.4,62.6
2019-10-14,79.4,47.1,57.2,62.2
2019-10-15,81.6,64.2,62.6,65.9
2019-10-16,68.3,62.0,60.8,64.5
2019-10-17,69.3,67.5,64.3,64.8
2019-10-18,62.9,64.5,61.9,66.7
2019-10-21,70.6,73.2,66.3,68.8
2019-10-22,63.9,68.7,64.3,69.2
2019-10-23,63.9,72.2,66.5,69.2
2019-10-24,61.1,73.4,66.9,69.2
2019-10-25,62.0,72.7,66.5,69.3
2019-10-28,61.0,71.7,64.8,70.3
2019-10-29,61.4,72.1,66.7,70.1
2019-10-30,60.8,74.5,69.3,70.1
2019-10-31,41.0,66.7,65.3,67.7
2019-11-01,71.3,74.8,69.5,71.5
2019-11-04,68.5,73.7,69.7,73.9
2019-11-05,61.2,69.2,67.6,72.4
2019-11-06,60.8,67.0,67.8,73.3
2019-11-07,59.6,67.6,65.6,72.6
2019-11-08,58.2,66.6,66.2,72.2
2019-11-11,48.9,64.8,65.4,71.6
2019-11-12,46.1,64.8,64.8,70.2
2019-11-13,48.5,64.4,65.6,71.4
2019-11-14,53.5,65.8,67.6,72.0
2019-11-15,72.8,70.6,71.2,74.3
2019-11-18,67.8,68.8,69.8,73.0
2019-11-19,58.8,66.0,68.2,72.8
2019-11-20,44.3,59.6,68.0,70.8
2019-11-21,30.2,54.1,64.4,69.4
2019-11-22,45.8,56.4,66.1,72.3
2019-11-25,71.7,67.1,69.7,74.5
2019-11-26,79.3,71.1,70.9,73.3
2019-11-27,83.7,75.9,74.5,75.7
2019-11-29,59.8,67.7,71.5,73.5
2019-12-02,19.4,50.0,65.0,71.3
2019-12-03,12.8,38.5,59.3,67.2
2019-12-04,36.2,50.4,65.4,71.1
2019-12-05,56.3,54.0,65.8,72.1
2019-12-06,84.3,65.9,70.7,75.6
2019-12-09,70.8,59.7,68.5,73.6
2019-12-10,53.7,56.5,67.6,73.0
2019-12-11,58.0,59.8,68.5,73.3
2019-12-12,70.7,67.9,72.3,74.3
2019-12-13,70.5,66.3,70.9,74.5
2019-12-16,77.0,73.9,72.5,77.6
2019-12-17,68.9,73.9,74.5,76.6
2019-12-18,59.6,71.1,74.5,77.2
2019-12-19,66.9,76.4,76.2,77.8
2019-12-20,76.4,79.4,80.6,79.0
2019-12-23,65.5,77.8,79.0,80.8
2019-12-24,67.7,80.2,78.4,80.8
2019-12-26,69.3,80.6,79.6,81.0
2019-12-27,58.8,78.6,79.2,80.8
2019-12-30,29.5,73.1,77.4,78.8
2019-12-31,50.7,79.4,78.2,80.2
2020-01-02,59.6,74.5,76.8,81.0
2020-01-03,39.0,64.3,72.7,80.8
2020-01-06,48.3,62.8,71.7,80.2
2020-01-07,41.2,56.2,69.7,78.0
2020-01-08,54.9,59.2,71.1,79.2
2020-01-09,67.5,64.5,73.5,78.6
2020-01-10,57.6,59.6,71.9,78.2
2020-01-13,72.1,67.1,75.2,80.4
2020-01-14,69.7,68.7,74.2,80.2
2020-01-15,66.1,68.9,74.5,81.2
2020-01-16,85.5,78.8,81.0,84.3
2020-01-17,81.8,78.2,82.2,84.2
2020-01-21,61.8,68.1,78.2,82.0
2020-01-22,53.7,66.1,75.2,81.0
2020-01-23,52.9,66.7,74.7,81.0
2020-01-24,28.1,53.7,66.7,77.8
2020-01-27,14.3,41.7,55.1,72.0
2020-01-28,31.1,48.7,59.8,73.1
2020-01-29,34.9,44.8,56.0,72.5
2020-01-30,51.9,47.9,57.4,72.9
2020-01-31,18.0,29.3,45.3,68.1
2020-02-03,31.9,36.8,48.1,68.9
2020-02-04,72.3,49.7,58.4,71.3
2020-02-05,87.9,65.3,67.7,76.8
2020-02-06,86.3,63.0,65.9,75.2
2020-02-07,55.0,53.7,62.0,72.9
2020-02-10,52.9,58.6,62.4,74.0
2020-02-11,65.7,63.2,65.7,75.8
2020-02-12,77.0,71.3,69.3,78.0
2020-02-13,75.4,68.1,66.9,77.4
2020-02-14,65.7,66.7,65.7,76.8
2020-02-18,45.3,63.0,60.4,73.5
2020-02-19,50.7,67.5,63.0,75.0
2020-02-20,52.3,66.5,62.8,76.0
2020-02-21,30.7,57.2,55.8,73.7
2020-02-24,5.1,23.6,37.8,61.2
2020-02-25,1.8,7.1,23.2,50.3
2020-02-26,2.4,7.9,20.2,46.7
2020-02-27,0.6,1.6,6.1,32.5
2020-02-28,3.4,0.6,3.0,24.0
2020-03-02,59.6,5.5,13.5,41.2
2020-03-03,29.1,3.0,9.1,33.7
2020-03-04,85.1,20.6,24.8,45.1
2020-03-05,37.0,11.1,17.4,36.6
2020-03-06,13.9,8.3,13.3,32.7
2020-03-09,2.6,3.0,4.5,15.2
2020-03-10,12.5,5.7,7.1,24.8
2020-03-11,2.8,2.2,3.0,12.1
2020-03-12,0.0,0.2,0.8,5.0
2020-03-13,34.0,2.6,3.6,11.5
2020-03-16,2.6,1.0,1.8,3.6
2020-03-17,33.7,5.5,4.5,10.3
2020-03-18,21.6,4.2,4.0,6.7
2020-03-19,17.0,3.0,2.0,5.0
2020-03-20,16.4,1.2,1.2,3.0
2020-03-23,13.7,0.8,1.2,3.0
2020-03-24,77.2,5.5,1.6,4.5
2020-03-25,86.9,4.0,1.2,3.8
2020-03-26,99.2,25.1,3.0,8.3
2020-03-27,82.2,12.7,1.6,5.9
2020-03-30,77.6,39.4,5.0,9.9
2020-03-31,47.9,28.9,4.2,8.7
2020-04-01,9.1,16.0,2.8,6.3
2020-04-02,30.1,33.7,5.1,7.9
2020-04-03,20.4,33.1,4.8,8.1
2020-04-06,95.2,71.9,11.8,13.0
2020-04-07,96.8,86.2,10.7,12.2
2020-04-08,97.6,96.8,16.2,15.6
2020-04-09,95.2,98.2,22.6,18.0
2020-04-13,76.2,98.2,16.2,15.6
2020-04-14,86.1,99.0,30.5,21.6
2020-04-15,27.5,91.9,23.6,18.0
2020-04-16,30.9,82.2,27.1,21.2
2020-04-17,87.9,96.8,39.2,24.6
2020-04-20,43.6,89.9,31.1,21.4
2020-04-21,13.9,66.3,21.6,17.0
2020-04-22,40.6,74.5,29.7,19.4
2020-04-23,40.0,71.7,30.5,19.2
2020-04-24,76.0,79.6,40.2,21.8
2020-04-27,91.9,91.7,51.5,24.0
2020-04-28,82.4,92.7,59.2,23.8
2020-04-29,84.5,90.7,76.6,28.3
2020-04-30,59.0,82.8,66.1,24.1
2020-05-01,8.5,61.4,52.9,20.2
2020-05-04,14.8,54.0,54.6,21.0
2020-05-05,31.5,57.0,58.0,23.8
2020-05-06,31.1,45.9,52.9,23.8
2020-05-07,61.8,56.4,63.8,24.8
2020-05-08,89.3,74.5,74.7,27.3
2020-05-11,71.5,64.5,69.1,28.9
2020-05-12,25.4,43.0,59.7,25.0
2020-05-13,9.5,27.8,52.0,23.8
2020-05-14,18.2,36.9,57.3,25.0
2020-05-15,34.7,37.5,59.1,25.2
2020-05-18,94.0,74.5,81.8,31.3
2020-05-19,83.8,59.6,74.8,29.3
2020-05-20,86.1,71.9,81.6,33.3
2020-05-21,67.7,64.5,81.6,29.5
2020-05-22,50.9,64.2,82.4,31.3
2020-05-26,80.8,81.8,90.5,34.9
2020-05-27,87.1,89.3,93.5,41.6
2020-05-28,83.6,92.7,95.6,42.0
2020-05-29,70.7,92.5,94.8,42.0
2020-06-01,72.7,94.7,96.4,41.8
2020-06-02,82.8,95.6,97.4,44.0
2020-06-03,89.1,94.7,97.2,48.9
2020-06-04,71.7,91.3,95.8,48.1
2020-06-05,86.3,92.3,96.2,55.4
2020-06-08,89.7,94.5,97.2,62.0
2020-06-09,64.0,92.9,96.6,54.2
2020-06-10,22.8,92.7,95.6,48.9
2020-06-11,1.0,32.1,78.2,33.5
2020-06-12,1.2,44.4,80.8,36.4
2020-06-15,18.2,52.3,82.0,38.8
2020-06-16,83.8,70.3,89.3,42.2
2020-06-17,79.6,55.2,86.5,41.8
2020-06-18,61.0,51.1,84.5,41.4
2020-06-19,33.5,36.0,76.0,40.0
2020-06-22,29.7,35.6,77.8,40.4
2020-06-23,40.4,34.6,76.4,41.2
2020-06-24,5.3,13.3,56.2,34.6
2020-06-25,21.8,19.4,62.4,36.0
2020-06-26,8.1,12.3,46.3,32.5
2020-06-29,50.9,17.0,60.8,36.4
2020-06-30,93.5,30.9,70.3,39.4
2020-07-01,72.1,31.1,66.3,39.8
2020-07-02,84.2,38.6,67.9,41.4
2020-07-06,89.3,55.2,73.7,43.4
2020-07-07,39.4,42.2,65.1,40.6
2020-07-08,44.1,47.7,62.6,40.4
2020-07-09,23.8,39.0,49.7,38.0
2020-07-10,50.5,49.5,61.8,40.4
2020-07-13,52.9,47.1,60.0,41.2
2020-07-14,79.2,64.5,67.9,44.5
2020-07-15,89.3,81.6,81.2,49.3
2020-07-16,83.8,79.8,78.0,49.9
2020-07-17,81.6,80.8,76.8,51.5
2020-07-20,54.0,76.2,71.9,49.9
2020-07-21,68.1,87.3,78.4,51.7
2020-07-22,78.2,88.7,79.4,54.6
2020-07-23,66.5,82.4,80.4,53.7
2020-07-24,44.4,76.0,72.3,52.3
2020-07-27,49.7,75.2,71.9,52.9
2020-07-28,31.9,67.3,65.7,51.9
2020-07-29,73.9,80.8,74.5,54.6
2020-07-30,51.7,65.3,67.9,53.9
2020-07-31,46.6,63.8,64.6,52.2
2020-08-03,52.0,64.8,64.8,52.2
2020-08-04,57.7,67.6,65.4,52.8
2020-08-05,70.5,73.7,69.4,54.9
2020-08-06,66.6,69.6,67.4,54.5
2020-08-07,72.1,76.7,73.9,57.3
2020-08-10,72.1,79.8,79.2,59.1
2020-08-11,61.9,73.7,78.5,59.3
2020-08-12,76.1,80.0,81.2,60.5
2020-08-13,56.3,76.1,78.1,59.5
2020-08-14,53.4,75.1,78.8,59.5
2020-08-17,50.0,75.7,76.9,58.7
2020-08-18,41.1,69.0,74.9,58.9
2020-08-19,38.9,67.4,74.9,58.9
2020-08-20,26.7,52.4,67.4,57.3
2020-08-21,32.0,49.6,64.8,57.1
2020-08-24,73.5,66.2,77.7,59.7
2020-08-25,73.3,65.2,75.5,59.9
2020-08-26,63.0,60.5,73.9,58.7
2020-08-27,69.0,66.4,78.5,61.1
2020-08-28,75.1,70.2,81.6,62.0
2020-08-31,48.0,59.7,75.1,61.3
2020-09-01,54.6,60.4,74.5,61.0
2020-09-02,85.9,78.6,82.6,64.2
2020-09-03,31.5,50.7,73.1,61.8
2020-09-04,33.1,47.5,70.9,61.8
2020-09-08,12.5,26.3,52.9,57.0
2020-09-09,27.7,39.6,61.4,59.8
2020-09-10,16.6,26.5,52.5,57.0
2020-09-11,35.6,33.7,53.3,57.4
2020-09-14,80.6,51.1,61.0,61.8
2020-09-15,75.4,52.5,61.8,62.0
2020-09-16,80.2,56.0,64.5,64.0
2020-09-17,58.0,51.7,59.0,62.8
2020-09-18,29.2,39.9,51.6,59.1
2020-09-21,8.5,13.5,33.3,54.0
2020-09-22,20.0,20.2,38.0,54.9
2020-09-23,7.3,8.1,24.8,50.9
2020-09-24,14.8,8.7,24.1,51.5
2020-09-25,64.0,21.0,33.3,55.6
2020-09-28,94.7,40.6,45.1,58.6
2020-09-29,82.8,35.2,40.6,56.8
2020-09-30,80.2,47.5,43.8,58.6
2020-10-01,68.1,49.1,49.5,59.2
2020-10-02,61.4,56.6,51.5,60.2
2020-10-05,88.3,75.6,62.2,64.3
2020-10-06,60.9,64.5,54.6,62.1
2020-10-07,83.1,78.7,65.4,67.0
2020-10-08,93.6,88.1,72.8,71.0
2020-10-09,87.5,87.9,73.8,72.2
2020-10-12,88.3,89.9,77.5,73.2
2020-10-13,48.5,82.1,71.4,70.6
2020-10-14,40.0,81.1,69.0,70.4
2020-10-15,48.5,82.1,69.0,70.8
2020-10-16,47.5,80.1,68.8,71.0
2020-10-19,18.8,65.3,58.4,66.9
2020-10-20,39.6,68.3,62.2,68.9
2020-10-21,33.3,59.6,60.2,68.5
2020-10-22,61.2,66.5,65.5,72.5
2020-10-23,76.2,66.9,67.1,72.5
2020-10-26,20.6,42.0,53.5,66.5
2020-10-27,16.2,29.9,45.3,63.4
2020-10-28,2.4,11.7,27.3,55.4
2020-10-29,10.1,16.2,33.7,58.0
2020-10-30,25.1,13.9,30.5,57.0
2020-11-02,72.7,32.9,44.1,64.3
2020-11-03,90.9,50.5,54.9,69.3
2020-11-04,78.6,47.1,56.4,69.3
2020-11-05,88.1,67.1,65.9,73.1
2020-11-06,72.1,62.0,63.6,70.5
2020-11-09,76.4,76.6,75.8,81.0
2020-11-10,75.2,78.4,78.4,83.6
2020-11-11,77.8,84.8,83.2,83.2
2020-11-12,39.2,79.4,78.2,80.2
2020-11-13,78.0,85.5,84.0,85.3
2020-11-16,87.1,87.5,86.1,88.1
2020-11-17,75.6,84.8,84.5,88.1
2020-11-18,50.3,79.4,81.0,86.1
2020-11-19,47.7,80.6,80.6,86.5
2020-11-20,30.5,78.2,78.8,86.1
2020-11-23,59.6,79.0,80.0,88.5
2020-11-24,80.6,83.0,80.0,90.1
2020-11-25,74.7,81.8,80.2,90.1
2020-11-27,68.1,81.4,81.8,89.9
2020-11-30,38.4,76.4,82.4,89.5
2020-12-01,51.3,79.4,84.2,91.5
2020-12-02,56.0,73.9,82.0,91.9
2020-12-03,61.0,70.5,80.2,91.7
2020-12-04,75.0,75.2,82.2,91.1
2020-12-07,64.3,70.5,81.0,90.9
2020-12-08,63.8,73.3,80.8,91.7
2020-12-09,47.1,70.1,78.8,91.3
2020-12-10,38.0,61.8,75.6,90.7
2020-12-11,31.7,54.9,75.2,90.9
2020-12-14,23.6,44.8,74.7,90.5
2020-12-15,66.7,64.5,80.4,91.5
2020-12-16,60.0,59.2,80.6,90.5
2020-12-17,73.1,66.5,84.2,91.3
2020-12-18,60.6,60.2,81.6,89.9
2020-12-21,37.0,52.6,78.3,88.7
2020-12-22,29.4,45.0,78.1,87.7
2020-12-23,41.0,52.5,77.0,88.1
2020-12-24,59.8,55.0,80.8,89.3
2020-12-28,68.5,59.6,81.0,89.7
2020-12-29,47.7,50.3,78.6,89.3
2020-12-30,65.0,57.0,81.4,89.5
2020-12-31,80.8,69.3,84.3,90.9
2021-01-04,28.7,42.8,72.9,88.7
2021-01-05,47.1,53.5,76.2,88.7
2021-01-06,74.5,72.9,80.8,90.5
2021-01-07,77.6,74.7,82.6,89.5
2021-01-08,81.7,76.2,82.9,90.1
2021-01-11,65.9,71.5,78.4,89.9
2021-01-12,58.8,69.7,77.0,89.3
2021-01-13,52.5,70.7,78.0,89.7
2021-01-14,53.3,67.9,74.7,89.1
2021-01-15,40.6,66.1,73.3,89.5
2021-01-19,47.9,66.1,72.3,89.7
2021-01-20,62.7,74.8,77.2,89.7
2021-01-21,49.8,66.7,74.8,89.1
2021-01-22,39.9,58.9,70.4,88.9
2021-01-25,42.0,59.2,70.1,90.1
2021-01-26,33.5,48.1,66.3,90.5
2021-01-27,17.4,28.7,45.3,86.7
2021-01-28,29.9,34.6,55.2,86.9
2021-01-29,10.5,21.6,40.4,83.8
2021-02-01,45.5,30.5,49.5,86.3
2021-02-02,75.8,39.6,58.6,88.1
2021-02-03,75.4,39.2,58.6,87.5
2021-02-04,83.0,57.2,67.3,88.9
2021-02-05,79.4,64.0,71.1,88.1
2021-02-08,80.0,73.7,73.3,88.3
2021-02-09,75.8,71.9,72.1,88.9
2021-02-10,68.5,74.7,73.3,89.1
2021-02-11,55.0,70.5,71.3,87.9
2021-02-12,59.4,72.7,71.7,87.1
2021-02-16,54.6,68.1,69.3,86.3
2021-02-17,51.5,66.3,67.5,86.9
2021-02-18,43.0,66.7,68.5,87.3
2021-02-19,52.1,65.7,65.9,86.1
2021-02-22,52.9,61.6,63.4,85.0
2021-02-23,54.2,59.2,64.2,83.8
2021-02-24,66.3,65.7,67.3,84.3
2021-02-25,32.7,54.6,59.8,81.8
2021-02-26,16.6,47.7,55.0,79.0
2021-03-01,66.3,61.4,64.2,83.0
2021-03-02,54.2,58.8,63.2,81.8
2021-03-03,51.7,51.9,56.4,79.4
2021-03-04,28.5,41.0,49.5,77.0
2021-03-05,65.3,60.6,61.8,81.4
2021-03-08,72.9,64.8,64.5,80.2
2021-03-09,76.6,66.9,67.1,83.6
2021-03-10,86.9,73.3,71.9,83.8
2021-03-11,80.8,77.0,72.5,84.8
2021-03-12,86.5,78.2,74.2,85.5
2021-03-15,88.1,84.2,78.6,86.7
2021-03-16,59.6,79.6,79.2,88.1
2021-03-17,58.2,81.6,78.2,87.3
2021-03-18,37.2,69.9,74.0,86.1
2021-03-19,29.1,65.3,73.9,86.1
2021-03-22,42.8,68.1,77.6,87.9
2021-03-23,28.5,50.3,70.7,88.1
2021-03-24,33.9,48.5,69.7,87.1
2021-03-25,64.5,61.4,75.4,87.9
2021-03-26,88.5,77.8,82.4,91.9
2021-03-29,83.4,68.4,81.0,93.9
2021-03-30,75.9,73.1,79.4,91.3
2021-03-31,50.6,70.2,81.6,92.9
2021-04-01,66.4,78.7,85.8,93.5
2021-04-05,82.0,82.6,88.9,94.8
2021-04-06,81.4,83.2,89.1,95.2
2021-04-07,65.5,79.2,87.5,94.2
2021-04-08,53.5,78.2,90.1,93.9
2021-04-09,65.9,81.8,89.7,94.0
2021-04-12,70.9,83.4,90.1,94.5
2021-04-13,59.6,80.0,90.5,95.2
2021-04-14,57.2,82.8,90.9,95.0
2021-04-15,75.4,84.5,92.1,96.2
2021-04-16,79.2,86.9,91.7,96.6
2021-04-19,64.1,82.3,88.1,96.2
2021-04-20,41.5,69.0,79.2,96.8
2021-04-21,65.3,81.9,86.9,96.8
2021-04-22,45.6,69.6,82.9,96.2
2021-04-23,73.8,76.0,87.1,95.8
2021-04-26,70.0,78.4,88.3,95.4
2021-04-27,60.9,75.8,88.1,95.2
2021-04-28,52.0,72.6,87.7,94.6
2021-04-29,69.1,77.0,87.5,94.2
2021-04-30,50.1,66.7,84.0,94.0
2021-05-03,64.2,73.3,85.0,93.7
2021-05-04,56.4,66.5,79.4,93.3
2021-05-05,52.3,63.2,79.4,93.3
2021-05-06,65.5,68.1,80.0,92.5
2021-05-07,82.2,74.7,83.6,92.3
2021-05-10,70.9,68.9,77.8,91.5
2021-05-11,25.7,59.8,75.8,92.1
2021-05-12,5.1,37.0,64.5,88.9
2021-05-13,26.9,51.1,70.5,89.3
2021-05-14,77.6,61.0,76.2,91.7
2021-05-17,75.5,57.9,75.1,90.3
2021-05-18,51.9,49.7,68.9,89.1
2021-05-19,24.8,39.8,65.7,89.1
2021-05-20,45.3,49.9,69.9,91.9
2021-05-21,57.8,50.9,68.5,91.1
2021-05-24,77.4,62.4,72.7,91.3
2021-05-25,54.6,49.9,71.1,91.5
2021-05-26,60.4,53.9,73.1,91.1
2021-05-27,67.7,62.8,74.0,91.1
2021-05-28,68.7,62.6,75.4,91.9
2021-06-01,60.6,64.0,72.3,90.9
2021-06-02,60.4,62.4,71.3,90.5
2021-06-03,50.5,60.0,69.9,89.3
