Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,"Earnings per share diluted growth %, TTM YoY",Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week
MHK,"Mohawk Industries, Inc.",113.8,USD,-4.546217077671534,1321419,1.870972437180533,6994188774.037912,USD,-27.223772698771764,Producer manufacturing,Buy,121.87058974147538,120.91252324740792,119.93470916879726,-6.812970848345895
GXO,"GXO Logistics, Inc.",60.96,USD,-3.727100442198357,1448185,1.188775030245042,6992939636.937461,USD,-72.87391343310333,Transportation,Strong buy,60.63908761061931,58.942710047116634,56.91980889136743,-2.6819923371647505
HXL,Hexcel Corporation,91.93,USD,-2.9557690277631132,1025804,0.8003970603117667,6974767473.229812,USD,-13.592111048300994,Electronic technology,Buy,87.58259879384379,84.24627284738249,79.95609459109158,-3.231578947368414
VLY,Valley National Bancorp,12.55,USD,-2.02966432474629,5984810,0.7303274711740907,6970599911.186573,USD,46.28852553899578,Finance,Strong buy,12.676702802251603,12.401211616205485,11.97205277390996,1.7017828200972516
CWAN,"Clearwater Analytics Holdings, Inc.",23.5,USD,-0.12749681257969034,5763902,0.6543526618250785,6943455757.926051,USD,-108.3282711699672,Technology services,Neutral,23.427520468338045,23.08761423972521,22.59953987535794,0.7286755250750181
RGEN,Repligen Corporation,123.06,USD,-1.5283668080339254,608436,0.6385591331222561,6932106229.493639,USD,,Health technology,Buy,139.01905433037336,143.73546126224107,145.36529566561123,-2.5421715371822238
TRNO,Terreno Realty Corporation,65.4,USD,-1.4763482976800089,475837,0.7442542192241651,6915341524,USD,104.25911355887752,Finance,Buy,64.52135313877167,63.54255682822417,62.44083837893328,-0.48691418137552217
UWMC,UWM Holdings Corporation,4.25,USD,-1.8475750577367223,17285041,0.8636763794644137,6911973589.838338,USD,-4.388714733542316,Finance,Neutral,4.737207155798997,4.9024874162035905,5.037664733275636,-0.2347417840375537
MKTX,"MarketAxess Holdings, Inc.",193.61,USD,0.8122884665451716,544399,1.0413929593748876,6882500153.971154,USD,-8.469592459259662,Finance,Buy,181.73260186004052,179.30145728067023,179.49847173007637,1.0596095625848214
HQY,"HealthEquity, Inc.",80.43,USD,3.208007185936096,918314,1.1814973871203438,6871640584.144489,USD,99.05126801678524,Finance,Strong buy,81.41645919873822,84.21752702248831,87.10534837077637,6.699389758556662
MBLY,Mobileye Global Inc.,8.16,USD,-2.0408163265306114,4851280,1.0682447914621802,6865673057.632653,USD,87.35442241107964,Technology services,Buy,9.140913347879858,9.766834392269322,10.63597006629343,-0.2932551319647988
G,Genpact Limited,40.36,USD,0.373041531957221,1891206,0.7536301210084171,6855702813.425515,USD,9.84832525805772,Commercial services,Buy,41.27705259656931,42.20613567066514,42.87138011537852,3.860010293360782
GKOS,Glaukos Corporation,117.75,USD,-2.782364597093795,589484,0.6294169156196476,6838780226.316875,USD,-16.265017416648885,Health technology,Strong buy,116.29191214750033,113.55770493350447,109.7208424601399,-1.0836693548387148
PDI,PIMCO Dynamic Income Fund,17.92,USD,-0.444444444444435,3617357,1.2359526337577411,6813396000,USD,23.638659441258486,Miscellaneous,No rating,18.21503542831343,18.25183144030718,18.352180365828406,0
POR,Portland General Electric Co,53.85,USD,-0.24082993701370037,866930,0.37807116589074413,6807208631.259727,USD,-8.47625985034103,Utilities,Neutral,52.064569697372576,50.944880377582955,49.53074507717806,0.03715400334386611
LOAR,Loar Holdings Inc.,72.61,USD,0.4287690179806394,1205588,0.8057098504088804,6797927619.008714,USD,205.44494108086147,Electronic technology,Strong buy,69.70938845673234,70.04975683485807,71.03442836932844,3.639737367970307
WING,Wingstop Inc.,247.21,USD,2.9184013322231555,954525,0.6295046406367875,6794460352.096669,USD,66.84234709046191,Consumer services,Buy,254.74781470411526,256.47163679132734,260.1954952453178,-1.5531042172752998
APPF,"AppFolio, Inc.",188.4,USD,4.318936877076418,506085,1.110306676188251,6780481559.10299,USD,-30.106984618709703,Technology services,Strong buy,191.47232355729537,201.49911556937434,212.7322038256296,7.9099604788361315
AN,"AutoNation, Inc.",195,USD,1.0153336096145917,520309,1.1482521732663358,6768555214.541028,USD,0.6704279880078264,Retail trade,Buy,202.77358208030464,204.9565728079126,205.7839080095393,1.5625
AXTA,Axalta Coating Systems Ltd.,31.68,USD,-2.7922675667382744,4530245,1.9982664101731225,6759686194.066891,USD,-2.054833079997747,Process industries,Buy,33.06574405985553,32.7066318187286,32.16967794385038,0.7633587786259493
QBTS,D-Wave Quantum Inc.,18.24,USD,-3.695881731784598,20868160,0.845254429353619,6747225628.94192,USD,-59.01544680236754,Electronic technology,Strong buy,20.781968634346065,22.15085199295006,22.783377808089337,1.6722408026755693
RIG,Transocean Ltd (Switzerland),6.11,USD,-2.239999999999995,43846982,0.855481007627061,6738405892.316801,USD,-318.2755388940956,Industrial services,Neutral,5.740134942847782,5.320342626164573,4.854934286123563,-9.134172094821679
EXP,Eagle Materials Inc,213.88,USD,-2.4047456080310337,386101,0.7778993347275446,6722705583.017293,USD,-5.63753689160122,Non-energy minerals,Neutral,223.20357787052575,223.11980293112933,223.1567027138025,-2.3958380869803313
SLAB,"Silicon Laboratories, Inc.",203.64,USD,-0.6197842955443903,1198935,1.539196565158917,6711145461.67039,USD,66.52875882946519,Electronic technology,Neutral,186.60419363743003,174.18670706774154,162.36365955763102,-0.3279330429249747
GTES,Gates Industrial Corporation plc,26.37,USD,-4.456521739130436,1965420,0.8307100761731495,6694174838.618479,USD,31.09665175545614,Producer manufacturing,Buy,25.89911281190385,25.160655783025945,24.546592859789232,-2.3694927804516865
STWD,Starwood Property Trust Inc.,17.94,USD,-0.33333333333332626,3485283,0.943527008494221,6670472168,USD,4.841341795104272,Finance,Strong buy,18.05707361311459,18.176424425607955,18.382415168216248,2.2222222222222254
ACLX,"Arcellx, Inc.",114.05,USD,0,1285611,0.16061927445786087,6669622808,USD,-103.49811794228361,Health technology,Neutral,85.97769938739039,81.20088729225702,78.44918605628932,0.1932706667837994
MTDR,Matador Resources Company,53.5,USD,-1.1456023651145555,2095788,0.8861120484488489,6647371603.362898,USD,-14.71070213034161,Energy minerals,Strong buy,48.970744815015,47.37518400759718,46.373441419523665,-0.0747104968248023
PLNT,"Planet Fitness, Inc.",82.83,USD,1.2096774193548325,1815143,0.6677724204861589,6627550314.782258,USD,30.491999401824433,Consumer services,Strong buy,90.34562585043143,93.93970002211631,96.9684926620804,2.373007044864667
RYN,Rayonier Inc. REIT,21.75,USD,0.5083179297597016,3522097,0.9823552162782877,6578153054,USD,-81.3236665818706,Finance,Buy,22.448199894001085,22.64878492491172,22.958311057756998,2.064758329422812
SNEX,StoneX Group Inc.,125.38,USD,-4.033677765021056,498299,1.575315269176174,6577850487.721393,USD,20.316087830080374,Finance,Strong buy,119.87243764865882,114.57083100420539,108.95843114214203,0.5533723634613824
GATX,GATX Corporation,184.12,USD,-0.7278805197606052,207401,0.7676957836899856,6536260042.687012,USD,17.20844740934975,Transportation,Buy,184.97094464944448,181.53590177551814,177.09311357841693,1.2148864823264296
LW,"Lamb Weston Holdings, Inc.",46.91,USD,0.2778965369816064,1886339,1.1739397607037094,6514855848.277469,USD,9.897233201581045,Consumer non-durables,Buy,47.754312604544616,48.66718677521004,50.29307263482827,-1.4702793530770908
CHDN,"Churchill Downs, Incorporated",93.42,USD,-0.3838771593090205,831960,0.6881959374800181,6511035080.049904,USD,-7.537635355224927,Consumer services,Strong buy,96.26136002229018,98.62074614231324,100.37179913092861,2.2100656455142187
YOU,"Clear Secure, Inc.",48.92,USD,1.8318068276436357,1954258,0.6887803644985744,6489741855.633638,USD,-38.20025489000942,Technology services,Buy,39.965935083954186,38.217264935075356,36.67408091730316,0.9492364836978968
LNC,Lincoln National Corporation,34.08,USD,-1.217391304347831,3344223,1.0514682331408673,6478281115.506087,USD,-71.12309358115645,Finance,Neutral,38.47126260850657,39.584143513985815,40.02075391922836,1.1275964391691258
ORA,"Ormat Technologies, Inc.",106.06,USD,-1.0172655156322943,726503,0.7624947339276954,6453264211.820251,USD,-0.9074855292848232,Utilities,Buy,112.9628787795355,113.07580101000904,110.65055290687863,1.4054880963763257
VIRT,"Virtu Financial, Inc.",41.64,USD,-2.550901006318737,1215263,1.1195020279789145,6440232662.54435,USD,72.42051488875447,Finance,Buy,39.30858692985533,38.31203384795082,37.715295579714706,0.725689404934681
OMF,"OneMain Holdings, Inc.",54.93,USD,-1.2405609492988092,1229625,0.8570144748586088,6435162612.148328,USD,54.91894187884938,Finance,Buy,59.14884444191289,60.50836400089011,60.80181367302907,2.2333891680625406
ALGM,"Allegro MicroSystems, Inc.",34.72,USD,-5.110685979775907,2855040,1.0019117823245023,6433299321.147855,USD,78.89374090247453,Electronic technology,Strong buy,36.055520223793216,34.63643597439673,33.07660514723659,-0.8000000000000033
HR,Healthcare Realty Trust Incorporated,18.59,USD,0.8681497558328819,2930846,0.7617470306094148,6429304032,USD,60.08857991814768,Finance,Buy,17.889309079089784,17.719153420107922,17.57419768727263,1.1976047904191556
AROC,"Archrock, Inc.",36.73,USD,-0.13594344752584084,1772650,0.9721607684580844,6425761851.436922,USD,75.96996245306636,Industrial services,Strong buy,32.38228649759924,30.617468698111555,28.976642149064443,1.5482444014376422
SWX,"Southwest Gas Holdings, Inc.",88.9,USD,0.45197740112994994,510975,0.7385213212576057,6424725380.757062,USD,120.15068642011084,Utilities,Buy,86.14937042588872,84.76099515878764,83.18047715549635,0.2424310762812239
TXNM,"TXNM Energy, Inc.",58.93,USD,-0.4560810810810863,1451124,1.1641709861394463,6418735603.447635,USD,-45.90905691421734,Utilities,Neutral,58.979928723715155,58.8102422222007,58.39964077099189,0
GPGI,"GPGI, Inc.",22.11,USD,-1.9077196095829623,3086343,0.9281815299651727,6398974870.674356,USD,-413.3303611234953,Commercial services,Strong buy,22.811302761450253,22.38536350901721,21.508282359605897,-0.49504950495049255
TAL,TAL Education Group,10.55,USD,-0.09469696969696767,3680884,0.8187194024285481,6394757761,USD,150.20554984583762,Commercial services,Strong buy,11.106314038154478,11.19498907255027,11.205861815073634,2.526724975704583
CHRD,Chord Energy Corporation,112.34,USD,-0.8648076244263941,1251213,1.1083421545657075,6385690152.699436,USD,-96.00771807651455,Energy minerals,Buy,103.93502690814863,101.36968036016005,99.8499110557715,-0.9172693596754208
RRR,"Red Rock Resorts, Inc.",60.695,USD,0.2394715111478169,1374610,1.7271302342967172,6374603339.092568,USD,41.40444605424007,Consumer services,Buy,61.92435212741125,61.63012362559735,60.752109007996026,3.0825407608695614
BLCO,Bausch + Lomb Corporation,17.98,USD,-2.3356871265616497,434207,0.713510804371046,6370640756.468225,USD,-12.947566788604355,Health technology,Neutral,17.508055435680344,17.166365299150392,16.686659374507506,0.11135857461024262
LAD,"Lithia Motors, Inc.",271.96,USD,-0.5085055789281299,326369,0.9267965630301401,6357040761.882129,USD,8.304710335259482,Retail trade,Buy,301.20288011657885,308.8738750804381,313.7195585757083,-0.7372800934374912
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",103.56,USD,2.0798422868408073,1795043,1.8079128081158535,6351598691.7042885,USD,7.641018008632234,Retail trade,Strong buy,109.77147996685717,112.12243380388982,114.77862668888163,-0.45179275209074193
CLF,Cleveland-Cliffs Inc.,11.08,USD,-2.8070175438596516,17140809,1.126358730124247,6319926561.164911,USD,-86.28425748884641,Non-energy minerals,Neutral,11.892183486109465,12.179614379079794,12.149415512515139,5.624404194470923
THG,Hanover Insurance Group Inc,179.22,USD,-1.3540290620871906,287748,1.206385860849813,6299459958.880449,USD,55.65989282840561,Finance,Buy,176.88483047386592,176.81369995105118,176.48188001797638,0.3864896656024185
RHP,"Ryman Hospitality Properties, Inc. (REIT)",98.46,USD,-1.273438283365096,529538,0.7735466328229607,6283591687,USD,-14.058637340295252,Finance,Strong buy,98.60496621459154,97.68803917213991,96.86703559597963,-0.6257569640694435
VAL,Valaris Limited,90.63,USD,-2.1274298056155496,910968,0.48877041378954006,6274398767.0054,USD,172.4467546626173,Industrial services,Neutral,80.13903163736164,73.03297949036127,66.47294576364772,-7.52040816326531
VOYA,"Voya Financial, Inc.",67.61,USD,-0.6611813106082909,969165,0.9433650048196869,6271710364.810609,USD,2.760029414167821,Finance,Buy,72.06623733762987,72.85459328268652,73.07424922333648,3.1583765639304135
LEA,Lear Corporation,123.61,USD,-3.08138623177043,565553,1.3674073991688973,6270420302.87502,USD,-9.039889097576246,Producer manufacturing,Buy,127.5640484773404,124.31899668574405,119.69646148001857,-3.9922330097087384
WULF,TeraWulf Inc.,14.74,USD,-7.990012484394502,33729552,1.1043263711031621,6250764197.003746,USD,-719.0335305719921,Technology services,Strong buy,14.76475762460694,14.274910567309568,13.413894344343873,-5.209003215434087
SITE,"SiteOne Landscape Supply, Inc.",140.14,USD,-1.2124629916819591,370635,0.5704013655097969,6230528606.713238,USD,24.614985932178286,Distribution services,Buy,144.3231409311043,142.1019893944066,139.2294491759156,-0.4475385380407927
VSAT,"ViaSat, Inc.",45.82,USD,-3.005927180355634,1262326,0.9823122077656082,6223795227.15072,USD,20.586707410236816,Electronic technology,Buy,44.466384486755416,42.514602309602104,39.40799988878773,2.7584660237721392
VSECU,VSE Corporation - Tangible Equity,55.99,USD,-1.3218188227000351,47719,0.17547498197225214,6212608542,USD,35.01219512195122,Industrial services,No rating,,,,-4.0445586975149945
POWL,"Powell Industries, Inc.",511.12,USD,-4.0150234741784026,197143,0.9276981492905904,6206163912.04477,USD,16.91604259391472,Producer manufacturing,Buy,496.927157911305,462.77050216828394,420.8775360668309,-0.5157950055472249
BLTE,"Belite Bio, Inc",167.88,USD,-5.462326838607961,300889,1.5070484261561847,6195942246,USD,-73.26714801444041,Health technology,Strong buy,172.28956386611088,163.2271354036457,148.34462841484944,-11.05459747278074
DLB,Dolby Laboratories,64.74,USD,-0.5835380835380983,604651,0.7112255113398906,6185247847.980036,USD,-8.557412120541485,Technology services,Buy,64.97655431508791,65.273719634561,66.20667901626265,-1.446186634190901
SEE,Sealed Air Corporation,41.99,USD,0.07149666348903988,2884462,0.9698646687247323,6183914757.906578,USD,-0.8331797235022942,Process industries,Neutral,41.784474397816126,41.306154873131106,40.19846123926873,0.28660138524003953
OICT,"Oicintra, Inc.",11.25,USD,-2.1730623744554323,150,0.892325996430696,6177735004.9889145,USD,,Finance,No rating,10.578644587961874,10.172814169338267,9.605046738051577,0
FBIN,"Fortune Brands Innovations, Inc.",51.38,USD,-1.8903952644643784,3212895,0.9958226462801398,6165002469.338935,USD,-34.2031686859273,Producer manufacturing,Buy,54.19249543362401,54.180208311115294,54.10453447079655,-3.9446625537483633
BYD,Boyd Gaming Corporation,81.38,USD,-1.3456176506243174,2037592,2.2765630511338224,6143555301.111893,USD,265.9740886778788,Consumer services,Buy,83.67479895087818,83.85168594669199,83.5102948405167,0.14767413241446017
FIGR,"Figure Technology Solutions, Inc.",28.47,USD,-4.20592193808883,4254255,0.5848885730319398,6138896054.524562,USD,,Finance,Buy,37.19693522744459,40.066516079652104,39.24651773129541,11.647058823529408
EAT,"Brinker International, Inc.",140.96,USD,-1.0181869250754783,1191181,0.8444131840860737,6138854293.793976,USD,71.96867076516966,Consumer services,Buy,150.92009637225948,150.33486284168833,148.78707725279065,-3.6105032822757113
TMHC,Taylor Morrison Home Corporation,63.57,USD,-1.5791918253599675,931811,0.875973307853509,6123931154.568508,USD,-6.232646852893592,Consumer durables,Buy,64.74154984304421,64.15090087123548,63.66781838483836,-1.640105214296759
PCTY,Paylocity Holding Corporation,113.6,USD,5.380333951762521,925732,0.9704339735124816,6120392147.339518,USD,9.13478818998716,Technology services,Strong buy,119.7994094483825,127.30858648454836,136.22307159186406,7.008289374529012
RYTM,"Rhythm Pharmaceuticals, Inc.",89.56,USD,-5.666736886454598,1540479,1.9242452839733852,6115608501.623763,USD,28.697905915273285,Health technology,Strong buy,97.65457076376347,99.54086063467778,99.4538149650732,-0.698525335403033
DBX,"Dropbox, Inc.",26.17,USD,4.847756410256414,5998278,1.0654758568907363,6100618751.060097,USD,32.43937232524966,Technology services,Neutral,25.844049028599752,26.37501112700274,26.99358097986708,6.447020540980277
MWH,"SOLV Energy, Inc.",30.09,USD,-4.567078972407235,305524,0.2959204349407799,6092937189.15,USD,,Industrial services,No rating,,,,-3.588593399551429
AGX,"Argan, Inc.",438.93,USD,-1.4437758218070789,362326,1.1160256935464892,6089455750.1813135,USD,77.69540085448607,Industrial services,Buy,403.43168831445445,381.37859250341273,354.05653627718397,0.6720183486238548
FNB,F.N.B. Corporation,17.03,USD,-1.1607661056297114,7862582,0.8481596658994492,6086335157.277423,USD,23.559630127242535,Finance,Strong buy,17.522233436413092,17.39752158896577,17.094512930523795,2.900302114803628
WH,"Wyndham Hotels & Resorts, Inc.",80.92,USD,0.5217391304347847,1036380,0.5291695538637756,6081044283.582609,USD,-31.862285682782947,Consumer services,Strong buy,79.64927304338524,78.93954039808753,78.95497486048437,2.0557447345188486
CRK,"Comstock Resources, Inc.",20.65,USD,2.0761245674740394,2482917,1.159367025145471,6071549187.006921,USD,,Energy minerals,Neutral,20.990156757966812,21.340007439786724,21.392100802151774,-0.7211538461538564
VSEC,VSE Corporation,216.6,USD,-2.4104528046857374,418110,0.7364440554569094,6062856545.155215,USD,35.01219512195122,Industrial services,Strong buy,211.88154596072178,204.2708755758367,193.9490892415661,-4.577294153927492
COGT,"Cogent Biosciences, Inc.",37.24,USD,-4.242735921830801,1340116,0.7052088160942507,6044379892.023657,USD,-2.1804241044686616,Health technology,Strong buy,37.10260137991199,35.7256765418906,32.584010952143245,-2.244389027431413
ENS,EnerSys,163.77,USD,-1.3255407603783746,522115,1.0386076016094474,6035149823.127674,USD,-0.061855925179060606,Producer manufacturing,Buy,167.19214845156029,162.08016847011413,152.72032662411806,0.47239263803681614
BEPC,Brookfield Renewable Corporation,41.51,USD,-3.778395920259626,1510090,1.3431329350188321,6014181104.309456,USD,-553.980480216775,Utilities,Buy,41.72281172599898,41.143468117546654,40.15277449069816,-0.6224563083552911
HLNE,Hamilton Lane Incorporated,107.37,USD,0.5054759898904861,1208942,1.1257321567548753,5988574036.794439,USD,4.062429990291987,Finance,Buy,120.23953949010894,125.00268255750971,129.05909347156643,5.54408728988499
AVTR,"Avantor, Inc.",8.78,USD,-0.3405221339387189,11909655,1.3623145807262773,5988451158.78093,USD,-174.60424062170202,Health technology,Neutral,9.918839858659972,10.467933795546688,11.093139240457896,-0.22727272727274261
LGN,Legence Corp.,54.16,USD,-3.37198929527208,826005,0.7864914343888727,5986723890.08,USD,,Industrial services,Strong buy,51.55584156281219,48.891408263458615,45.09533574546483,-3.1473533619456457
BRKR,Bruker Corporation,39.27,USD,-1.3564431047475487,1287607,0.566791897825179,5966729042.867371,USD,-119.58124835396364,Health technology,Buy,41.5588160753228,42.45123640566866,42.516859798306385,-1.640576080150267
CNX,CNX Resources Corporation,41.91,USD,0.04774409166864651,1768147,0.6621972815316398,5966650308.544998,USD,,Energy minerals,Neutral,40.00391793216728,38.951990490541476,37.64174516979686,-2.8061224489795937
CIFR,Cipher Digital Inc.,14.71,USD,-6.662436548223344,26493484,0.9613915990228467,5959306685.747462,USD,-1474.5203376822717,Technology services,Strong buy,15.661062124206252,15.805422445658207,15.277770849679648,-2.6150281363786796
NEU,NewMarket Corp,631.75,USD,1.026657924615796,173473,1.146563541403665,5936785258.484321,USD,-7.944816830368986,Process industries,Neutral,648.4509575574942,668.6712000428656,688.0785277817628,1.9066668817447212
KMX,CarMax Inc,41.84,USD,0.07175316909830456,2708580,0.7841268350588053,5932771868.52332,USD,2.8122555854048352,Retail trade,Neutral,43.33310592674675,43.443750094761945,44.69032165165192,-0.9000473709142479
ACT,"Enact Holdings, Inc.",41.89,USD,-1.2959472196041404,270784,0.9719866096266819,5928015193.279689,USD,3.4664346551881984,Finance,Neutral,41.33849052791804,40.72011908900547,39.910449150675085,0.47973135044375836
ECG,"Everus Construction Group, Inc.",116.14,USD,-2.6487845766973988,872037,0.9234135115925834,5923920343.00503,USD,40.26514074495308,Industrial services,Buy,105.60309559727263,100.67548759494609,95.25612279591886,-2.4525449353267272
URBN,"Urban Outfitters, Inc.",65.85,USD,0.24356827523214583,2028816,1.055371835652102,5905358406.90516,USD,18.737246992049155,Retail trade,Neutral,69.18273114728642,70.18589042430658,70.44776538514216,3.1323414252153374
PATH,"UiPath, Inc.",11.04,USD,3.1775700934579425,37679240,1.0380535545661087,5903636528.074767,USD,,Technology services,Neutral,12.21137608692616,12.93420434318473,13.360654755823274,6.051873198847253
CBC,"Central Bancompany, Inc.",24.4,USD,0.08203445447087603,245721,0.7900079765660643,5883073759.606235,USD,,Finance,Strong buy,24.304110147756667,24.07664050235479,,1.4553014553014463
SSRM,SSR Mining Inc.,28.93,USD,-9.423919849718226,3360626,0.678901423734522,5882229057.780041,USD,,Non-energy minerals,Buy,27.556372950685567,26.0977888749768,24.358956650831477,-9.59375
GLBE,Global-E Online Ltd.,34.64,USD,0.028876696505913974,1100561,0.3754230865544617,5869239596.232167,USD,,Retail trade,Strong buy,35.402648196143765,35.92470331915139,36.19728731960632,2.0624631703005387
GBCI,"Glacier Bancorp, Inc.",45.14,USD,-1.6129032258064557,1044431,0.9679548251727512,5868701569.548388,USD,18.862864294654035,Finance,Buy,47.7866802336224,47.46796142874268,46.91527305171185,1.5980193562907963
OS,"OneStream, Inc.",23.71,USD,0.126689189189194,4386089,1.6468615495894268,5864590818.710727,USD,78.67696692417312,Technology services,Neutral,23.094144753795522,22.497714773715174,22.04585179165036,0.8078231292517061
CHE,Chemed Corp,424.16,USD,0.6549596582819288,273410,0.9811397671116323,5838619901.158805,USD,-7.7360111318186116,Health services,Neutral,439.415947853632,440.7553008071317,444.8401990339765,3.5066741501744803
SYNSY,Syensqo SA,9.07,USD,,100,,5838413295.771719,USD,-1093.4426229508197,Process industries,No rating,,,,0
PTGX,"Protagonist Therapeutics, Inc.",91.3,USD,-3.119694397283529,529537,0.884546293700967,5825735622.728141,USD,-148.56280164522954,Health technology,Strong buy,86.52538986317234,85.03369957631965,81.91477575225626,-0.8470894874022602
GOLF,Acushnet Holdings Corp.,99.43,USD,-1.8653770232925253,311810,0.8027040837998247,5822656573.014115,USD,-7.367128048415131,Consumer durables,Neutral,97.63179058038607,94.39984687208711,90.44198753737183,-0.5898820235952702
BIPC,Brookfield Infrastructure Corporation,48.91,USD,-1.530098651097252,1193705,1.8250611944109358,5821184397.408602,USD,57.63278531750794,Utilities,No rating,48.21745791758867,47.431745900757996,46.35652847273046,-1.5697323405111718
CWST,"Casella Waste Systems, Inc.",91.64,USD,-0.3046127067014808,949902,0.9544736424050273,5820474671.000435,USD,-44.91525423728814,Industrial services,Buy,97.37035449316318,97.88948683298577,98.15387878168869,0.2735529051318525
RLI,RLI Corp.,63.29,USD,0.8123606244026728,673534,0.8642962917337152,5817628159.536795,USD,16.67691156426225,Finance,Neutral,61.65831046619462,61.760209401272,62.51453273096964,2.8436789080272993
BCPC,Balchem Corporation,181.38,USD,-1.0258648914111075,170731,0.8805632518500334,5808765869.259086,USD,20.73145936054491,Consumer non-durables,Buy,174.05165618950377,169.99501828675113,166.20062835834227,0.16567263088136897
LTH,"Life Time Group Holdings, Inc.",26.16,USD,-1.0590015128593084,2634561,0.8220509491917815,5802421120.166414,USD,123.60248447204967,Consumer services,Strong buy,27.785918818357846,27.747183996850396,27.660003694264276,-0.19076688286913662
PACS,"PACS Group, Inc.",36.87,USD,-2.46031746031746,851586,0.6614927081580729,5794674310.809524,USD,99.3234100135318,Health services,Strong buy,36.69467945930905,34.855444935332116,31.38068385323491,2.0764119601328903
LPX,Louisiana-Pacific Corporation,82.66,USD,-1.0889075026923498,1365148,0.9580443809279588,5772176309.144192,USD,-64.58793167849502,Non-energy minerals,Buy,86.34133055157669,86.6665760944776,87.09542316353313,0.16965584100824113
UBSI,"United Bankshares, Inc.",41.39,USD,-1.0755258126195095,990480,1.2415370401033963,5770572272.055927,USD,18.838470215785456,Finance,Buy,42.10413536229793,41.41517900584858,40.435409257618495,0.9512195121951234
KVYO,"Klaviyo, Inc. Series A",18.87,USD,3.6243822075782544,3869851,0.6992960780899844,5751087441.088961,USD,33.21739130434782,Technology services,Strong buy,20.58250582893918,22.491879425507783,24.52199647979858,5.242610150585618
OBDC,Blue Owl Capital Corporation,11.5,USD,-0.2601908065914949,6412090,0.7413419196448896,5743657459.757155,USD,-18.40173069358858,Finance,Strong buy,11.740114342631852,11.999693384266225,12.340567494607438,3.603603603603607
MTG,MGIC Investment Corporation,26.72,USD,-1.4749262536873233,2060421,0.8990316266189189,5743553793.781711,USD,8.54851533063708,Finance,Neutral,26.931802486249673,27.20671872546548,27.360661546963893,1.9069412662090008
SM,SM Energy Company,24.09,USD,-0.41339396444812493,7727818,0.8096263996387187,5742072691.810665,USD,-15.525613740595304,Energy minerals,Buy,21.890158615992096,21.349689336930858,21.499492064994108,-2.0731707317073234
GVA,Granite Construction Incorporated,131.93,USD,-1.4270771069934223,580582,0.8945319385228271,5739439494.787582,USD,53.12579957356076,Industrial services,Buy,128.66221936922128,124.69329704536194,119.62435856926753,-1.0129051620648217
INGM,Ingram Micro Holding Corporation,24.41,USD,14.332552693208426,3994422,8.857231806564657,5738123790.665573,USD,-8.945734141653112,Technology services,Neutral,22.013048431529317,21.794260215126446,21.568713075888883,20.72205736894165
VNT,Vontier Corporation,40.34,USD,-1.873023595232294,969397,0.8467852111396538,5712144330.687911,USD,0.3675801579502856,Transportation,Buy,40.057932856785946,39.618811751180495,39.30238450577349,0.44820717131475807
ALK,"Alaska Air Group, Inc.",49.75,USD,-2.009060468780782,3201339,1.1496970414794492,5703412517.2148905,USD,-71.32047040324959,Transportation,Strong buy,51.911908496056384,51.494442970558005,51.14650325491586,-0.5
FRMI,Fermi Inc.,9.27,USD,-9.206660137120481,6920762,0.8942900414788595,5692015392.628795,USD,,Finance,Strong buy,9.788112017848722,11.468371084611382,14.388654073199529,-5.0204918032786905
ESNT,Essent Group Ltd.,60.19,USD,-1.858796673732269,657197,0.7071879005322549,5690534111.566934,USD,0.6749846594395552,Finance,Buy,61.61890865030009,61.98801034440388,62.01222324317106,0.43383947939262146
RIOT,"Riot Platforms, Inc.",15.29,USD,-6.9385270846013425,24626106,1.3730786502154122,5684932039.608033,USD,15.342465753424662,Technology services,Strong buy,15.658331894000078,15.684162448740954,15.535451912016095,-1.9871794871794906
BOOT,"Boot Barn Holdings, Inc.",186.8,USD,0.7659941741288251,481350,1.0640080354877128,5682536686.354515,USD,27.123453925645652,Retail trade,Strong buy,190.54154163930372,189.85760174008377,187.04442013284367,1.5879921688057514
ENPH,"Enphase Energy, Inc.",43.2,USD,-3.377320509953026,3581859,0.6422192974773074,5663468732.006263,USD,74.85776212408561,Electronic technology,Neutral,41.803078319458905,40.02751515200797,38.87069904285861,4.322627384689704
LB,LandBridge Company LLC,73.33,USD,-0.9054054054054078,389808,0.6468577595948874,5652944848.533512,USD,,Commercial services,Buy,65.93777585396478,63.26720416953889,61.51079609672596,-2.5385433280170075
BXSL,Blackstone Secured Lending Fund,24.33,USD,0.5787515502273544,3180289,1.0511239741276457,5651368039.911119,USD,-29.06889593542808,Miscellaneous,Buy,24.858083151751337,25.415060796727065,26.132941249235078,3.443877551020403
REZI,"Resideo Technologies, Inc.",37.28,USD,-2.6377644293549176,1350552,0.8908814195083183,5638492053.5158,USD,-670.9106358872682,Distribution services,Strong buy,36.79275472510186,36.452919615251794,35.71470351692026,-2.2035676810073355
AICLY,"Asahi Intec Co., Ltd.",18.7,USD,0,400,,5634981255.3683195,USD,-0.04483299708585025,Health technology,No rating,,,,0
