Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,"Earnings per share diluted growth %, TTM YoY",Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week
NVDA,NVIDIA Corporation,180.05,USD,-1.3316527838667134,178098938,0.8437278380368155,4375214897561.5356,USD,66.7494471848954,Electronic technology,Strong buy,183.52214278442227,183.80652095780837,182.0836204076584,2.8798354379749846
AAPL,Apple Inc.,263.75,USD,-0.3664249017830263,38568746,0.8966053137850333,3872150600131.3457,USD,25.648607401755065,Electronic technology,Buy,263.62656152789805,263.35177777000865,260.4529954563607,0.5106512709119221
GOOG,Alphabet Inc.,303.56,USD,-0.9139574356965697,20361131,0.937330804442357,3673220870912.57,USD,34.30151628138206,Technology services,Strong buy,313.6405840535438,310.59470177163575,298.98493599371193,0.19639232254551756
MSFT,Microsoft Corporation,403.93,USD,1.3498933634424777,38199107,1.0624276056517519,2999434192233.0146,USD,28.732401172718202,Technology services,Strong buy,418.2799374548932,434.2049990396512,449.7445055358791,2.8191062860342844
AMZN,"Amazon.com, Inc.",208.73,USD,0.16315562167090716,43184918,0.8473001933249011,2240700032567.778,USD,29.884099963781235,Retail trade,Strong buy,216.06487358270567,219.98900451898245,222.25089354477996,2.0435101442190065
META,"Meta Platforms, Inc.",655.08,USD,0.23257237285025026,12263754,1.0413182994092158,1657061178241.206,USD,-1.8041592642909376,Technology services,Strong buy,655.6727736486935,658.234076062636,663.2242753500702,2.812480381693778
AVGO,Broadcom Inc.,313.84,USD,-1.5620099115488422,20826134,0.9835744826678747,1488001443051.1792,USD,290.5175949470921,Electronic technology,Strong buy,328.14028638670845,332.82676995489,332.29858677770665,1.4481510214636544
TSLA,"Tesla, Inc.",392.43,USD,-2.7000892591490593,62617228,1.1118595414407304,1472566871279.828,USD,-47.21091105332875,Consumer durables,Neutral,415.1608625582286,420.43698598502425,417.72200455732536,0.4685099846390128
BRK.A,Berkshire Hathaway Inc.,721044.89,USD,0.14512361111111305,183,0.8944281524926686,1037257365766.9498,USD,-24.793607676757496,Finance,Neutral,741718.7987500635,742769.1884516946,742945.9561414991,-2.474387256725262
WMT,Walmart Inc.,127.91,USD,0.6372934697088924,16480390,0.5870588657138402,1019464047732.1704,USD,13.420560747663538,Retail trade,Strong buy,124.63616609742981,121.39178718100838,117.13272653642618,0.35305193786286115
LLY,Eli Lilly and Company,1007.73,USD,-1.0059235537393054,2845962,0.8961988819722433,950649547387.008,USD,96.61679330844018,Health technology,Buy,1032.9964810799313,1023.7117407328909,994.4483019867009,-3.531427696195734
JPM,JP Morgan Chase & Co.,300.26,USD,0.9073800241967969,10278213,1.0342429871039374,809810963009.1526,USD,1.3323475345747045,Finance,Buy,307.09606829110027,308.5902798568167,307.4096371558541,1.848648281944299
XOM,Exxon Mobil Corporation,151.83,USD,-1.54973414602515,25198873,1.2073394187718294,632639733308.3926,USD,-14.721355327686139,Energy minerals,Buy,144.1307646378977,138.40023004874146,132.15026487896912,-4.7191716347662265
V,Visa Inc.,320.83,USD,0.09984087859972955,5474282,0.6358887876883218,611505001002.1866,USD,7.797129577608654,Finance,Strong buy,324.8160569132224,328.4877422569419,332.1840830850844,1.6893819334389808
JNJ,Johnson & Johnson,246.75,USD,-0.7281943997425178,6178739,0.6230882137164864,594642554096.177,USD,90.53023769275883,Health technology,Buy,236.2218917818566,227.90989994122168,217.4075586205193,-0.9791725189614341
MA,Mastercard Incorporated,524.32,USD,0.6372360844529846,4199725,0.9966485971145692,467595022320.17017,USD,18.957782786206483,Finance,Strong buy,531.927884142058,538.6474365519291,545.1645666072747,2.9127738085891557
COST,Costco Wholesale Corporation,1007.77,USD,0.49861882585238887,1947498,0.9980832681610342,447318289352.6436,USD,9.62265702071687,Retail trade,Buy,983.2144316249257,967.0423632527038,955.5103770440797,-0.3106112314647186
ORCL/PD,"Oracle Corporation Depositary Shares, each representing a 1/2,000th interest in a sh of 6.50% Series D Mandatory Convertible Preferred Stock",46.95,USD,0.5353319057815845,1500854,0.4325837521531854,428958091370,USD,30.2124119028974,Technology services,No rating,,,,3.9406685853442576
ORCL,Oracle Corporation,149.01,USD,-0.16080402010050862,20120701,0.8422424543596992,428268309514.5306,USD,30.2124119028974,Technology services,Buy,160.52021530512317,173.03471420901988,187.138997797938,5.21818952125405
MU,"Micron Technology, Inc.",379.68,USD,-7.994281144740352,39010363,1.333021714643076,427333376326.28955,USD,203.81794027609308,Electronic technology,Buy,385.5771667387584,359.12573981468086,319.80067391195786,-5.427553740005485
ABBV,AbbVie Inc.,233.86,USD,-0.17075044821991686,6595681,1.0704307554498735,413503979854.45984,USD,-1.262752968723858,Health technology,Buy,228.02105691188964,226.52761816512637,223.9821261748963,0.08559445347942184
NFLX,"Netflix, Inc.",97.7,USD,0.6282830363580177,59148713,0.9308209707848695,412505222526.57227,USD,27.451079281823688,Technology services,Buy,89.49764146250521,91.412128209884,95.43536169165475,2.5614108754986327
CVX,Chevron Corporation,188.77,USD,-0.43776371308016043,14004161,1.408587215837971,376668932592.3045,USD,-31.455437786117873,Energy minerals,Buy,179.2884132772491,173.6303648243247,168.0200617528861,-0.8196290653076248
PG,Procter & Gamble Company (The),159.72,USD,-2.317901045807591,10161001,0.8964315921129907,371189384512.0314,USD,7.5231813402160395,Consumer non-durables,Buy,157.55518079791696,155.0419722060247,153.73787417313656,-3.369834835743235
HD,"Home Depot, Inc. (The)",366.92,USD,-1.0490547719856493,3965089,0.9477185413206167,365273067858.271,USD,-4.587814100673123,Retail trade,Buy,376.2043730935336,374.99130826431997,374.83011306616436,-2.1546666666666625
BAC,Bank of America Corporation,49.97,USD,0.321220638426012,51242938,1.107432983209856,358618815868.28186,USD,18.916228574983666,Finance,Buy,52.226684229248306,52.62911628160672,52.38661665781081,2.439524395243948
PLTR,Palantir Technologies Inc.,147.22,USD,1.4121374939725917,67459200,1.2634965663830136,352102492572.5596,USD,234.63775780010582,Technology services,Buy,147.47578482322277,153.5178413746054,157.38607734232016,4.578227668264956
GE,GE Aerospace,334.14,USD,-3.355122346271772,5891538,1.147317253053356,350450565948.50134,USD,36.25299248321698,Electronic technology,Buy,326.39537454439983,320.0902274436035,311.0013841358751,-2.140869819885782
KO,Coca-Cola Company (The),79.34,USD,-1.0969832959361698,20549258,1.1687548747867123,341219379479.2242,USD,23.486141591481758,Consumer non-durables,Strong buy,77.52318456023607,75.77336068023169,74.05997133441247,-2.3507692307692265
CAT,"Caterpillar, Inc.",722.18,USD,-4.006273925988954,3332646,1.1990368261415922,336021224233.5002,USD,-14.698739499605809,Producer manufacturing,Buy,706.6410382760804,674.7440556752754,631.0961430021298,-1.5419433121106025
CSCO,"Cisco Systems, Inc.",78.96,USD,-0.579199194157653,17521056,0.776348170637158,311883549333.3407,USD,24.569475483107674,Electronic technology,Buy,78.51675850583094,77.63999532611003,76.07227328161548,0.2730332084576661
AMD,"Advanced Micro Devices, Inc.",190.95,USD,-3.8616453529352612,37785647,0.9785751648298572,311326951538.31256,USD,163.63636363636363,Electronic technology,Buy,207.90615601507056,210.77015228558744,207.75415158906117,-1.4934612706028065
MRK,"Merck & Company, Inc.",119.83,USD,-1.3013755044889206,9334139,0.8905617771615961,296266753062.2194,USD,8.03694738561606,Health technology,Buy,117.31790684613918,113.03403040514563,107.51173946219744,-2.9795158286778456
BABA,Alibaba Group Holding Limited,135.59,USD,-4.889169472502805,18473447,2.4521568210388556,293283971188.56726,USD,49.11405399856278,Retail trade,Strong buy,151.57628457499993,153.86911002407572,153.38689448814918,-2.5863927006250407
AMAT,"Applied Materials, Inc.",351.32,USD,-5.604814874523084,7982022,1.0435495616888204,278811011680.7619,USD,27.716801193077018,Producer manufacturing,Buy,340.2910933004679,320.3686515021644,294.5348677692273,-4.162802116863984
RTX,RTX Corporation,206.52,USD,-2.6583710407239756,9661244,1.2431038333736852,277209239452.55316,USD,39.67574870524656,Electronic technology,Buy,199.90727188264236,194.97596278191614,187.66974277425473,-1.9605981485877024
PM,Philip Morris International Inc,177.93,USD,-3.2042215210531966,6757189,1.5069770281973007,276980006113.28296,USD,60.67194550119437,Consumer non-durables,Buy,178.6658627117588,174.6915712388592,170.82316827213077,-4.595174262734581
LRCX,Lam Research Corporation,217.27,USD,-5.943722943722939,12442311,1.3118854802579683,271320474321.61243,USD,48.266431675225604,Producer manufacturing,Buy,222.8968275369483,211.36556392004223,193.49342392294488,-5.2381367759944135
MS,Morgan Stanley,165.95,USD,-0.6287425149700667,7495728,0.998429959867813,263505405084.03442,USD,28.447190898107127,Finance,Buy,173.1170923893261,173.3861932489398,170.47359852268747,2.035169699950813
UNH,UnitedHealth Group Incorporated,289.21,USD,-1.9394432577221805,7050964,0.8703079074005433,261977581665.8387,USD,-15.09617302779333,Health services,Buy,300.38438202092703,308.08342969424103,316.46253883333856,0.3643808995002618
GS,"Goldman Sachs Group, Inc. (The)",862.58,USD,0.10212370894742896,3782323,1.5267785471298732,255973145715.82422,USD,26.522860793086263,Finance,Neutral,893.8173986831838,887.8514992482588,864.7992649817379,2.6880952380952428
WFC,Wells Fargo & Company,82.53,USD,-0.06054734802615301,19018618,1.1116243671529331,254657523449.46957,USD,16.50850359123218,Finance,Buy,86.8108918786352,87.54572499081024,87.05756081612465,4.270372710044214
TMUS,"T-Mobile US, Inc.",218.53,USD,1.1198001018000034,5904342,0.9835707062499852,240790076827.5153,USD,0.34931067981233505,Communications,Buy,210.0830051717775,208.81599276425797,211.07659000372342,0.7050691244239636
MCD,McDonald's Corporation,332.17,USD,-0.7914700436055127,2901086,0.816040523916803,235973114968.2163,USD,4.916435518415788,Consumer services,Buy,326.1291629779001,321.5511314116467,317.19532154190773,-2.6065794874802046
LIN,Linde plc,501.68,USD,-1.503907016923856,3815276,1.380469438545259,232475583045.32205,USD,7.1935789450494685,Process industries,Buy,478.02568267269555,466.4539937957148,458.8450843155328,-1.244094488188975
IBM,International Business Machines Corporation,245.28,USD,2.4689810753227204,6960369,0.8677229378389136,230081063813.0332,USD,73.72915692691288,Technology services,Buy,268.13352514546176,276.51565861350986,280.32684053060115,4.064488756894362
GEV,GE Vernova Inc.,842,USD,-4.446310628929385,3558091,1.685520677086373,226943820257.14386,USD,216.20804891922637,Producer manufacturing,Buy,786.7872551832462,747.549550247082,703.964020886623,-2.6589595375722546
PEP,"PepsiCo, Inc.",164.91,USD,-1.4167862266857991,6718114,0.9333327868839932,225374092836.23242,USD,-13.603062884119923,Consumer non-durables,Buy,161.14129535500803,157.41973627147314,153.85173384532425,-2.4460942352627946
INTC,Intel Corporation,43.1,USD,-5.274725274725272,83968407,1.1382233424740533,215284500000,USD,98.1271438371827,Electronic technology,Neutral,44.630796256789075,43.39954657693832,40.94044090070962,-2.488687782805433
VZ,Verizon Communications Inc.,50.87,USD,1.780712284913967,31586878,1.1994849717380192,214553587287.62366,USD,-2.057702513629569,Communications,Buy,47.17363479763922,45.5416181878328,44.30237220891237,1.780712284913967
AXP,American Express Company,307.82,USD,0.12685814656994643,5673479,1.1628989366880917,211353520652.95215,USD,9.80457932452108,Finance,Buy,336.5804347072273,343.8495804546991,345.288211562544,1.5237467018469673
AMGN,Amgen Inc.,377,USD,-2.255639097744358,2710556,1.001623590721074,203228524803.0827,USD,88.61163749122088,Health technology,Buy,365.95886714156205,355.30401126438863,342.7553455914147,-2.8350515463917527
T,AT&T Inc.,28.67,USD,2.356301320956802,45891172,1.2451741711334958,200706548485.72296,USD,104.37667560321717,Communications,Buy,27.213570013449278,26.69396531136794,26.460624176532196,2.7230383375134415
ABT,Abbott Laboratories,113.61,USD,-0.4468980021030539,6708027,0.818429888353581,197418154626.39566,USD,-51.48782334055494,Health technology,Buy,114.96565721213756,117.13095148754665,119.95543056307146,-1.6874350986500544
C/PR,"Citigroup Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a Share of 6.250% Noncumulative Preferred Stock, Series II",25.32,USD,-0.23640661938533775,1309600,1.4959669662712909,194961593838,USD,17.25669672903486,Finance,No rating,,,,-0.19708316909736187
C,"Citigroup, Inc.",110.76,USD,-0.6191117092866736,15813154,1.0232703571662798,193754563781.937,USD,17.25669672903486,Finance,Buy,113.48479817710431,112.70989541274301,109.81092682413069,4.2348955392433645
NEEXU,"NextEra Energy, Inc.",50.15,USD,-0.2569651068433953,2070134,0.5413024279241676,193163320177,USD,-2.1669532222683396,Utilities,No rating,,,,-0.40513166779203363
NEE,"NextEra Energy, Inc.",92.59,USD,-0.12943587531009637,11307700,0.9539302483860516,192913297542.75085,USD,-2.1669532222683396,Utilities,Buy,90.05455618271725,87.96043479154572,85.4814518813216,-0.8672376873661694
KLAC,KLA Corporation,1441.35,USD,-6.097918498973916,1267242,1.5783914019380239,188927272126.3342,USD,44.76434396067001,Electronic technology,Buy,1448.3941526357764,1400.2883490051893,1321.8485838707595,-2.281355932203396
TMO,Thermo Fisher Scientific Inc,508.1,USD,-0.09438043179046784,2211503,1.126971930665662,188751143930.30142,USD,7.357622707740736,Health technology,Strong buy,538.0290970585227,547.5228481008481,546.914413245341,-0.7636569598249973
TXN,Texas Instruments Incorporated,202.67,USD,-3.4076827757125185,7496448,1.1011227049478025,183933310886.9374,USD,4.781696780773151,Electronic technology,Neutral,207.25010277207465,201.5799430410897,195.85776756148664,-3.9660727824109197
CRM,"Salesforce, Inc.",196.05,USD,1.6066338429645104,13208910,0.8816325749283666,183698847095.06635,USD,22.754283917623017,Technology services,Buy,205.06922215471155,214.93764345077022,225.25304224640632,1.84415584415585
GILD,"Gilead Sciences, Inc.",147.83,USD,-1.4663733919882616,6741675,0.9321286512926235,183519195786.31644,USD,1747.534731680741,Health technology,Buy,144.36414315469,139.4672478915395,133.76953586603975,-0.027050787854190874
DIS,Walt Disney Company (The),103.3,USD,-0.987251988881435,13608362,1.2803689426849074,182998008619.58975,USD,120.38119358399896,Consumer services,Strong buy,107.14837394547928,108.27370209113383,109.24474052520713,-1.2522703374438413
TJX,"TJX Companies, Inc. (The)",159.71,USD,-0.14380392647242077,5060111,0.9187979800397151,177352713323.59164,USD,14.421880502406387,Retail trade,Buy,157.15263706801116,155.29694852560104,152.07934516994302,-0.31831232055922537
ISRG,"Intuitive Surgical, Inc.",497.42,USD,0.2357682619647387,1841403,1.135551682410134,176648888469.3577,USD,22.806935478841172,Health technology,Buy,509.4701435817928,516.3751357143975,518.9524190506895,0.9805314764814635
BA,Boeing Company (The),224.12,USD,-2.4462435796987916,6211644,1.2201758725425367,176011997814.5004,USD,,Electronic technology,Buy,231.10829662767847,228.69594761485985,224.55577048769456,-0.831858407079644
BLK,"BlackRock, Inc.",1052.59,USD,-1.4714829965085068,893444,1.1576682284181763,171736435482.3832,USD,-16.67067402115408,Finance,Buy,1078.1808451556847,1083.232493717734,1084.6422129850887,1.3304196309096274
SCCO,Southern Copper Corporation,206.23,USD,-5.766506739776105,2468867,1.4802091254262724,170358848951.775,USD,26.697075395760667,Non-energy minerals,Sell,194.80274912876285,182.49541418194457,167.05499472016902,-5.693250411560278
DE,Deere & Company,619.22,USD,-1.8482120213035709,1071646,0.445138606373882,167255824582.73166,USD,-21.386148268311935,Producer manufacturing,Buy,587.9800197689461,561.6548968348961,537.68509718118,-1.0451291229864428
SCHW,Charles Schwab Corporation (The),95.24,USD,-0.26180751911194894,8257836,0.7025757202875652,166880507824.0134,USD,56.01272179444258,Finance,Buy,97.34057779352973,97.63362617553616,97.00342955168529,1.0718454844529246
ADI,"Analog Devices, Inc.",338.99,USD,-3.808064470361231,5312367,1.0696858208280826,165496330798.85278,USD,74.57746029721282,Electronic technology,Buy,328.75593071355485,314.093008485918,296.7202017290222,-2.805533653501532
APH,Amphenol Corporation,129.58,USD,-4.128440366972465,15242068,1.9273597023508353,159281663769.02295,USD,74.11231033943378,Electronic technology,Buy,141.51128676311635,140.46096240625764,136.3487766748119,-8.420792254143251
SHOP,Shopify Inc.,121.87,USD,2.0857765119785636,12717603,1.0161576913109804,158932053053.35852,USD,-38.12199967762586,Commercial services,Buy,128.57111798719671,134.6829468599161,138.53335104688878,5.24179620034543
UNP,Union Pacific Corporation,265.84,USD,-0.4232685320448186,3146149,0.9783995410385272,157747175404.0768,USD,8.078393881453152,Transportation,Buy,254.3369797787538,247.97149860277304,242.05609651011528,0.32455279643745066
UBER,"Uber Technologies, Inc.",76.36,USD,0.5398288347597058,21892501,1.0645969123836465,157157728909.47888,USD,3.0281874509119624,Transportation,Strong buy,77.11037197327774,79.33363174544134,81.81692328106361,3.8911564625850334
ANET,"Arista Networks, Inc.",124.6,USD,-3.6349574632637403,6119534,0.765259150798533,156564618783.16626,USD,23.697214734950578,Electronic technology,Strong buy,132.65379105282497,133.0863644227017,132.32091449569066,-3.895102198226002
HON,Honeywell International Inc.,243.85,USD,-1.6892436703757447,6367423,2.081005172132501,155009505295.13284,USD,-8.252878577414508,Electronic technology,Buy,233.9614633331067,226.30780431956615,219.121301107151,0.47383601153687915
LMT,Lockheed Martin Corporation,667.82,USD,-1.3122506280478787,2142084,1.2845605652852305,153652182446.41382,USD,-3.520494306139306,Electronic technology,Neutral,627.0311537988587,596.967305858966,565.0096624999227,-2.5791393143690664
PFE,"Pfizer, Inc.",26.58,USD,-2.494497432135008,41485798,1.1612686929242249,151140993495.41376,USD,-3.66131096260487,Health technology,Neutral,26.671192182112886,26.35541073979846,25.99297141405931,-3.5908596300326514
APP,Applovin Corporation,438.89,USD,1.3649591205136422,5193604,0.8803325029032509,148027948390.86823,USD,108.07602519490815,Technology services,Strong buy,467.3304957097619,498.7142458576891,516.6336378734786,4.824571878955788
QCOM,QUALCOMM Incorporated,138.13,USD,-2.056300077997593,10372419,1.0821546171847496,147384708724.773,USD,-48.266427258347235,Electronic technology,Buy,147.04236645217486,152.10202663902137,156.03812095910675,0.22129512062398468
SYK,Stryker Corporation,384.59,USD,-0.627874528448144,1406024,0.8221176031435931,147178239180.2488,USD,8.172544372601058,Health technology,Buy,373.92465072893555,370.7267938761989,369.7598714723247,0.28422425032593873
WELL,Welltower Inc.,208,USD,-1.027788351732012,2430803,0.7423557501303504,146639668468,USD,-186.24422281683286,Finance,Strong buy,201.5046603045279,197.53705910638985,192.0914199918338,0.06976016934882984
COP,ConocoPhillips,118.52,USD,0.23680649526387104,17354694,2.0282285541492975,144871628856.98785,USD,-18.867247565351107,Energy minerals,Buy,108.9530860275307,105.05506442214588,101.48552892779459,-0.6371562709590921
LOW,"Lowe's Companies, Inc.",257.7,USD,0.2060893572345035,2758431,0.897215294122239,144557187455.01144,USD,-2.9762002260405267,Retail trade,Buy,267.8187147572211,264.61939607020605,259.7084717324132,-0.884615384615389
DHR,Danaher Corporation,204.01,USD,-0.9660194174757325,4621008,1.093551914601156,144263509870.4507,USD,-4.47814822519336,Health technology,Strong buy,214.74428482836385,217.1983598266863,217.21838739364986,-1.9182692307692353
PDD,PDD Holdings Inc.,100.71,USD,-2.0521299358101532,9584289,1.4706863334547513,143140498798,USD,-5.980242787634554,Retail trade,Buy,104.94756973077442,107.84034033279758,110.89634322494278,-1.7079836033574078
ETN,"Eaton Corporation, PLC",355.56,USD,-5.786963434022251,2864213,1.2162288059016,137921719599.30905,USD,10.029892848872699,Producer manufacturing,Buy,361.4906296390692,357.3259354968269,354.2784115361961,-3.8611291369240677
PLD,"Prologis, Inc.",141,USD,-1.205156950672645,2590825,0.839255706449664,135771966397.99998,USD,-9.74904209698292,Finance,Buy,137.37830160417465,134.4420684982217,130.60119367457884,0
BX,Blackstone Inc.,110.92,USD,-3.8238099367033698,15188609,1.4685380513476733,135573300873.61519,USD,6.707502138343958,Finance,Buy,128.0055610187702,135.05783526345087,141.41216752819994,0.24401265250790422
SPGI,S&P Global Inc.,443.99,USD,0.20538051819085154,3264291,1.0607447766226452,132664202559.65112,USD,18.706882591093116,Commercial services,Strong buy,459.3258392997526,472.8162910275004,484.3141734536293,2.535738204660405
ARM,Arm Holdings plc,121.72,USD,-2.130738924177861,5303774,1.3676945649050298,132080942917,USD,-0.9763821084575898,Electronic technology,Buy,122.04315281558628,123.40054052309937,126.71523363362796,-1.2974375608173812
CB,Chubb Limited,338.3,USD,-1.3012020072353776,2412711,1.4098360847323577,131989966376.34087,USD,13.2417296973646,Finance,Buy,326.1756753429276,318.92910334549873,310.78481682429253,-1.0095098756400844
BKNG,Booking Holdings Inc. Common Stock,4153.87,USD,-0.6198890850714597,438415,0.5900729544254226,131566953182.57372,USD,-3.987888378426337,Consumer services,Strong buy,4473.273416966955,4662.294024770866,4834.201327025648,2.5646913580246884
ACN,Accenture plc,209.89,USD,1.9229835380954594,5818916,0.6636230800969722,129146731828.60753,USD,1.3906701873506753,Technology services,Buy,231.76516008474994,240.64802403673028,248.23554303594915,2.265640226076777
NEM,Newmont Corporation,118.52,USD,-7.931329138506948,14031193,1.4591991391727475,128934853913.70187,USD,118.61627469104106,Non-energy minerals,Buy,118.6093814430116,113.39078755084716,105.65288668985406,-9.918674469863948
PANW,"Palo Alto Networks, Inc.",156.09,USD,3.9560439560439544,10319492,0.6131791970547221,127369434822.98901,USD,2.0959267837975206,Technology services,Strong buy,163.55463431184302,170.67084155693243,177.50462005947892,5.537525354969572
GLW,Corning Incorporated,147.57,USD,-6.5184340554922215,14816814,1.0616295703307574,126607404574.8831,USD,214.9880095923262,Electronic technology,Buy,127.76617214815401,116.93318599392225,105.63976514106858,-3.8318670576735068
PGR,Progressive Corporation (The),213.35,USD,-0.028114896209175896,2960116,0.9968012017179868,125107861372.72621,USD,,Finance,Buy,210.36067722160956,212.90670045535668,218.14229408792391,-0.1964728446461224
PH,Parker-Hannifin Corporation,988.67,USD,-2.248346367941785,962121,1.5129622701769898,124786493249.51062,USD,13.432378871939996,Producer manufacturing,Buy,974.1874084005258,946.3423560206373,906.699594942315,-1.2850210675559643
BMY,Bristol-Myers Squibb Company,61.22,USD,-1.7965992941931415,12425292,0.9219009059427867,124672923578.9509,USD,,Health technology,Buy,59.25139928393883,57.27675039417144,55.040370010424574,-1.8438351771685082
MDT,Medtronic plc.,96.71,USD,-1.4169215086646285,6728039,0.7661130268190726,124164517363.1834,USD,8.87207075772773,Health technology,Buy,98.42663968419052,98.36654375447114,97.60479527998697,-0.4119040263618636
MCK,McKesson Corporation,995.69,USD,0.4783288763307946,571756,0.8894979052874749,121959530240.47447,USD,59.34028159718404,Distribution services,Buy,929.270225363635,898.6316438590385,863.9285432652188,0.5747474747474802
HCA,"HCA Healthcare, Inc.",541.8,USD,1.666291375816257,797639,0.7040114599271045,121158508215.18239,USD,29.093026005803317,Health services,Buy,516.2415878889433,502.9133007149422,484.88031023449736,2.2264150943396137
COF,Capital One Financial Corporation,193.73,USD,-0.30362289007822324,6443619,1.0824516964746256,120486809455.21165,USD,-74.55127541334438,Finance,Buy,210.3602258183451,215.63112045939488,217.7899799974993,1.132804343286692
VRTX,Vertex Pharmaceuticals Incorporated,474.27,USD,-2.419603728164926,1055962,0.8077008480475693,120480797334.92624,USD,,Health technology,Buy,475.5792331028744,467.7435732973219,458.54355932734705,-4.495615139097262
INTU,Intuit Inc.,433.35,USD,3.4100128859829186,5902615,1.0158606446370297,119842936511.52615,USD,44.03513690309316,Technology services,Buy,464.13203114501374,506.3896945280157,550.9622468981268,7.677972418934038
NOW,"ServiceNow, Inc.",113.19,USD,3.4454395905684483,17604736,0.9122033187796421,118396738019.01982,USD,22.030553322125566,Technology services,Strong buy,117.06664154011524,126.65421902383862,138.80645882724704,6.803170409511222
IBKR,"Interactive Brokers Group, Inc.",69.4,USD,-3.167294544439788,6824440,1.6719182273027664,117712888560.8,USD,27.972270363951456,Finance,Strong buy,71.91225360161211,71.10730163902097,69.40295873871332,0.25714368264426263
CEG,Constellation Energy Corporation,324.87,USD,-0.6999633206993582,4260329,1.1050747677090444,117599808414.46326,USD,-37.757514069163925,Utilities,Buy,311.5517041901131,316.65317409823393,321.4607208341258,0.9101074734422584
CME,CME Group Inc.,325.13,USD,-0.40740060037982734,2545074,0.9984746732199224,116599887871.67229,USD,15.378650814163874,Finance,Neutral,304.27449785096985,296.18488592734064,288.8645579610539,0.9516712464875096
MO,"Altria Group, Inc.",68.89,USD,0.2911631969719069,8280627,1.0813439884314344,115177062225.14357,USD,-37.13810163694112,Consumer non-durables,Neutral,65.81006477057869,64.30954948536865,63.17503645088209,-0.3615851894706393
CMCSA,Comcast Corporation,31.01,USD,0.6164828033744363,27217371,1.0661949910750421,111569202931.63562,USD,29.618556203886765,Consumer services,Neutral,30.347068943161926,29.727179794105936,29.39452288866624,0.8783344176968222
ADBE,Adobe Inc.,270.99,USD,3.8753449862005573,6206579,1.1605014282128825,111241397081.66193,USD,34.62623299593838,Technology services,Buy,280.14489466565436,293.0863211109416,308.4393577079276,5.197981366459622
SBUX,Starbucks Corporation,96.68,USD,-0.08267879288962204,7197169,1.020795804331329,110147531152.08186,USD,-61.21057394002069,Consumer services,Buy,95.13615245073089,93.32207688834812,91.60811895622001,1.0134782154424962
BSX,Boston Scientific Corporation,73.85,USD,-3.1094200997113677,16684887,1.2563849032189274,109584945786.29034,USD,55.44689378757515,Health technology,Strong buy,80.54400522935748,84.55067880030522,88.64153144962043,-3.1856318825380265
SO,Southern Company (The),96.79,USD,-0.4525352257533659,4631516,0.5639921706004251,108345881410.4401,USD,-1.8773341353986506,Utilities,Neutral,93.38228924499208,92.21822446403056,91.63035778407851,-0.4730077120822558
NOC,Northrop Grumman Corporation,759.11,USD,-1.160126038384413,1304734,1.3795635989525867,107734131941.87985,USD,2.733838778484093,Electronic technology,Buy,702.9740965922894,676.4177852544877,647.835978771826,1.8939597315436258
SPOT,Spotify Technology S.A.,519.96,USD,2.4996057404195047,2759063,0.9749140450387282,107024684531.85643,USD,61.086161705537656,Technology services,Buy,507.0326920938349,524.4360849072428,550.8257818165993,2.891065598100329
BN,Brookfield Corporation,43,USD,-2.1838034576888097,7805624,1.1823990141171095,106504841781.83026,USD,153.90476750477492,Finance,Buy,45.21399995696348,45.4971972015263,45.34547716555693,0.5142589995324891
HWM,Howmet Aerospace Inc.,258.84,USD,-2.3650560144845683,2178472,0.868649808170868,103779320295.90811,USD,32.1074159701227,Electronic technology,Strong buy,241.96303624088415,231.85974971613854,220.44720622905552,-1.5817490494296673
CVS,CVS Health Corporation,80.49,USD,-1.432770022042618,7090906,0.8557343566463756,102400282602.72444,USD,-62.16777862845893,Retail trade,Buy,78.9864481275766,78.69554483901807,77.77394856523176,0.7510326699211345
DUK,Duke Energy Corporation (Holding Company),131.43,USD,-0.15194104687380433,3579793,0.7897197166780668,102209289973.54228,USD,11.096835509873625,Utilities,Buy,126.0323113887652,124.27867337443932,123.05072880664196,0.3282442748091655
WBKCY,Westpac Banking Corp. Ltd.,59.15,USD,-3.711541592056001,9009,,101238333169.7439,USD,1.574740840389335,Finance,No rating,,,,0.16086698840064154
TT,Trane Technologies plc,445.83,USD,-4.363215136109151,1339301,1.0842044011558145,98676407911.62326,USD,15.393574082964372,Producer manufacturing,Buy,441.17864189485636,432.41803369661443,425.700872488344,-2.716679759099238
CRWD,"CrowdStrike Holdings, Inc.",391.42,USD,1.7045159278698752,7712333,1.273675518879806,98676365456.03696,USD,-349.48657187993683,Technology services,Buy,412.9794865213884,430.26034106799494,444.1990273224441,4.1287576483107316
GD,General Dynamics Corporation,364.7,USD,-0.021931026920331182,1850312,1.6397371226792439,98611137844.87306,USD,13.36208160990348,Electronic technology,Buy,355.77338342776466,352.53069502223923,346.5120750798503,0.6263278426178798
WM,"Waste Management, Inc.",243.44,USD,0.15221952523964477,2151863,0.8936674439272075,98188066437.91467,USD,-1.6040424219277947,Industrial services,Buy,232.57556290103008,228.69925012798114,225.75422435281317,0.6657569366910578
