Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next Qtr,EPS Growth YoY TTM
QQQ,"Invesco QQQ Trust, Series 1",717.51,USD,-1.6934522586214,48165611,1.542937069877912,0,USD,Miscellaneous,,712.3078842615363,705.6047687711815,691.9926108623588,-2.106555699570237,3.738885274343962,15.716221010869923,726.844,706.243,712.9843999999996,651.5136500000001,,,
SPY,SPDR S&P 500 ETF TRUST,767.45,USD,-0.6755794841264594,43766828,1.1513196485458996,0,USD,Miscellaneous,,757.806400409066,749.3569261768795,737.0330292844914,-1.1247391069081791,3.4187688658904705,11.920491169736477,773.3659999999995,758.6839999999995,749.8359999999989,706.2836500000002,,,
