Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
SPY,SPDR S&P 500 ETF TRUST,662.29,USD,-0.5660150737170798,97199983,1.0366304680789664,0,USD,Miscellaneous,,678.9929890721918,679.845681432572,675.6595683602864,-0.6152553309623529,-4.8966814572294295
QQQ,"Invesco QQQ Trust, Series 1",593.72,USD,-0.592706693902147,63144076,0.8185935698370173,0,USD,Miscellaneous,,605.6055962081872,607.6150508824096,604.7827530790179,-0.08498464386385551,-3.676303578961025
