Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next Qtr,EPS Growth YoY TTM
NVDA,NVIDIA Corporation,207.48,USD,-2.3623529411764754,47967068,0.39341854641588914,5021016000000.0,USD,Electronic technology,Strong buy,204.75809171488345,203.13304731233205,199.63535408951984,-0.5082957705955703,-1.7520598541528634,9.294914004266854,209.2539999999999,202.22099999999995,209.7901999999998,192.29060000000004,31.774326931912157,2.077852,110.33338701884364
AAPL,Apple Inc.,331.775,USD,1.3053435114503746,20479344,0.4503152867593575,4872897684643.713,USD,Electronic technology,Buy,307.28453220098345,299.6614632212226,290.6749453248016,4.655931107360848,12.372775152839157,21.86185744981726,321.3530000000003,303.55424999999985,301.62749999999994,273.8118249999999,40.134881751648216,1.891523,29.004822172630675
GOOG,Alphabet Inc.,370.295,USD,0.022959941654746328,6786160,0.46270577767886545,4512845995332.403,USD,Technology services,Strong buy,359.9410962955785,356.1620302896479,346.71592357861687,4.6060623181445814,0.7701413740084202,16.595295821656865,360.7070000000001,355.60125000000005,369.0654999999999,320.52387500000003,28.247171811947428,2.871504,46.187815730487436
GOOGL,Alphabet Inc.,370.855,USD,-0.01752399439232118,10741491,0.5012864543046252,4511019437022.473,USD,Technology services,Strong buy,362.0072177835408,358.24084776119537,348.5333185947118,4.049804879418291,0.3395562770562758,17.02587567055855,362.1949999999998,357.57174999999995,371.7480999999997,321.2243750000001,28.289890228924946,2.872152,46.187815730487436
MSFT,Microsoft Corporation,400.34,USD,1.1905062811212446,11320106,0.3892620617402843,2973899532581.984,USD,Technology services,Strong buy,395.4692292883539,399.62385600883186,407.2515083271174,3.248268836477574,1.1495995351069896,-17.35086759499159,391.3979999999999,380.3739999999996,401.84760000000017,439.9486500000005,23.843812722973656,4.24109,29.74746147782946
AMZN,"Amazon.com, Inc.",256.08,USD,0.4392845936617415,14850875,0.42158512310182067,2754680641289.26,USD,Retail trade,Strong buy,247.7955296252401,246.45386090847413,243.11166972204487,4.659146640510045,3.258064516129026,10.694216305005611,250.23600000000016,241.87949999999984,252.78320000000025,233.96815000000007,30.603391612988037,1.8142,36.47513577870922
AVGO,Broadcom Inc.,381.525,USD,-3.2350106523282935,5975415,0.28031280229460176,1815135733687.3767,USD,Electronic technology,Strong buy,387.87540144026593,386.84102665782694,380.02106069151733,-3.0370417434398744,-2.2257246098254795,8.14967046984622,389.7870000000001,383.2967499999995,404.2164999999995,363.44690000000014,63.51340103212918,3.212946,125.81008946695735
META,"Meta Platforms, Inc.",674.0,USD,-1.0729330260820986,5539648,0.2775502497702637,1710897180898.2935,USD,Technology services,Strong buy,620.5962319079994,617.1901328610355,620.7338000127623,1.9081314826574745,13.534911142929339,1.701308989399823,668.4579999999999,601.8050000000005,603.9031000000001,641.0397250000002,24.503210138657632,7.196187,7.29342195593833
TSLA,"Tesla, Inc.",392.44,USD,-0.5120924808599051,14516274,0.3886024662518173,1473896150533.0605,USD,Consumer durables,Buy,398.7753563750091,399.8808829560651,401.07527442017977,-3.0078347050245955,-2.8878275717007784,-14.276976845784189,397.11999999999944,398.69800000000015,409.9979999999994,417.3669250000003,358.5236616115476,0.520021,-39.80422349318082
LLY,Eli Lilly and Company,1181.05,USD,2.111306122096076,1004364,0.42728945954752406,1112243678129.6086,USD,Health technology,Strong buy,1147.6864024684166,1112.0414098126664,1073.9405679917118,0.07965359161434567,3.708224302348046,9.722222222222207,1172.1339999999993,1171.844,1105.8547999999998,1005.0497499999993,42.51286850725316,6.06319,130.14091274344932
BRK.B,Berkshire Hathaway Inc. New,488.17,USD,-0.036858810279514036,1337379,0.3657233368624612,1053242589680.7474,USD,Finance,Buy,491.4528835689245,489.5321390408771,488.66504006623546,-1.5488555006554414,-1.7766599597585482,-2.5530980517406507,491.634,495.3209999999989,486.98019999999997,490.30840000000074,14.531810009168522,4.997453,-10.480916050876308
BRK.A,Berkshire Hathaway Inc.,732500.0,USD,-0.09274666521181701,63,0.40697674418604646,1052653737946.398,USD,Finance,Buy,736712.8150741309,733972.7061674406,732859.7842812607,-1.342358098929069,-1.7805542928937392,-2.3333333333333335,737456.0019999996,742952.4925000002,730396.265200001,735540.8155000001,14.536685086085456,7492.433283,-10.480948284775364
MU,"Micron Technology, Inc.",852.58,USD,-5.71725571725571,21345231,0.5233256798996577,962897971753.0624,USD,Electronic technology,Strong buy,923.296592663457,852.2508779362258,745.9751412795522,-8.226049515608176,-22.471583159043373,188.8877594239729,931.256,1033.0995,929.5013999999996,479.65735000000024,19.301323686218225,31.098032,697.287150515315
JPM/PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",18.34,USD,-0.27188689505166236,41277,0.43997215865304157,929549335469.0,USD,Finance,,18.4297113928322,18.543203606798922,18.71675285223771,0.2185792349726729,-0.7575757575757607,-5.803800719054951,18.337999999999987,18.37949999999997,18.45099999999997,19.242629999999977,0.7856745062759714,5.692626,19.772185022704537
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",17.1899,USD,-0.29060324825984296,35160,0.26152658332924233,929549335469.0,USD,Finance,,17.25734778564825,17.38034816721744,17.565861989088955,0.7614302461899344,-0.5214120370370349,-6.270992366412205,17.13598000000003,17.17099499999999,17.27959800000003,18.116825499999983,0.7364049179625585,5.692626,19.772185022704537
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.3,USD,-0.07898894154818158,23590,0.2765287031870548,929549335469.0,USD,Finance,,25.267113717053423,25.242345753882383,25.227982553929436,-0.11843663639951672,0.1187178472497077,0.5564387917329117,25.299999999999976,25.278499999999998,25.192800000000013,25.252336999999944,1.0838366962258492,5.692626,19.772185022704537
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",23.9901,USD,-0.20757071547419878,31210,0.3255901778383775,929549335469.0,USD,Finance,,24.057705135857848,24.15669425630979,24.301014791844953,0.1256260434056799,-0.5385572139303451,-3.885817307692304,24.00402,24.01350499999993,24.048602000000027,24.711276000000012,1.0277213725742194,5.692626,19.772185022704537
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",18.63,USD,-0.21424745581147667,37945,0.20040805181402427,929549335469.0,USD,Finance,,18.743264719951483,18.856868819015517,19.03052432783078,0.3771551724137947,-0.7458710708577547,-5.431472081218276,18.652000000000044,18.685000000000006,18.75460199999996,19.547686999999996,0.7980979308572163,5.692626,19.772185022704537
JPM/PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",19.25,USD,-0.15560165975104323,9183,0.14180881521769345,929549335469.0,USD,Finance,,19.289259705921165,19.39546828909722,19.56813371302456,0.6799163179916266,0,-5.125677673730898,19.221999999999955,19.254000000000033,19.295626000000052,20.112072000000083,0.8246583558240158,5.692626,19.772185022704537
JPM,JP Morgan Chase & Co.,345.23,USD,-0.48427546049407816,2499963,0.25173723162060163,925047756144.1378,USD,Finance,Buy,328.425395743742,322.0706399893839,316.523888108016,2.0364130756044347,6.453900709219861,7.048062015503882,341.2059999999998,334.8120000000002,317.61919999999986,309.65075000000047,14.789444373045454,5.692626,19.772185022704537
WMT,Walmart Inc.,114.455,USD,1.7106549364613854,6356825,0.3416901164705698,910841933688.3206,USD,Retail trade,Strong buy,116.70930619999395,118.52785379761704,119.28943059639055,-0.23534539115275316,-5.518408453029554,2.719317926856631,113.87299999999998,114.38825000000006,119.96410000000016,117.50742499999998,40.319512452883366,0.743126,21.780351780351772
AMD,"Advanced Micro Devices, Inc.",506.14,USD,-4.346675737989946,10949685,0.4530582635289075,825312203414.1892,USD,Electronic technology,Strong buy,501.2951321639179,464.4224002195686,413.2969175788406,-5.834418604651166,-7.44665289180639,131.23115577889448,535.1430000000003,534.1159999999999,496.37830000000014,295.04027500000007,166.11638058354393,1.608493,123.34701656648583
ASMLF,ASML Holding N.V.,1833.512,USD,1.133615744417963,79,0.012052420400628558,700373729771.824,USD,Electronic technology,Strong buy,1761.1925734886522,1695.7318739445868,1600.2175758031344,3.7758659723794428,-1.2380312157957867,62.97884444444444,1786.0170000000012,1826.0151499999988,1711.47327,1352.7447985000001,58.28224774379054,11.42940738,11.202880168603903
V,Visa Inc.,361.65,USD,1.8330799121473198,1749390,0.22608238497472746,681393785068.7194,USD,Finance,Strong buy,342.7768844198938,336.3546555101203,332.06873330855586,2.8203451511102147,11.041174122631945,3.366964872666983,355.90600000000006,344.71700000000027,332.3020000000004,329.51774999999964,31.79368609833932,3.22704,15.69616648189022
XOM,ExxonMobil Holdings Corporation,146.21,USD,1.1763891772195814,3188540,0.23504390566552127,605960825330.0697,USD,Energy minerals,Buy,143.104695171001,144.43650735241778,144.03645347747835,3.7539029236446355,4.294172194878387,21.75035390124074,143.83999999999997,139.4905000000002,146.15340000000012,136.90259999999992,24.67221275375036,3.551193,-21.597914957796423
JNJ,Johnson & Johnson,248.945,USD,0.7792891263865205,2981575,0.42007758313036786,599264656640.0996,USD,Health technology,Strong buy,246.52216269866764,242.4183933716546,237.08234141473136,-3.490986625314982,5.320049075601806,20.367952809206074,252.91300000000047,250.83175,238.0894000000001,222.55900000000048,28.85382136813556,3.046891,-7.724064171122985
TCTZF,Tencent Holding Ltd.,59.83,USD,-2.762879895985703,5656,0.8431346242714249,539054920048.8439,USD,Technology services,Strong buy,57.85833344026815,58.866463494069116,61.136184984616634,0.6476574985280478,7.453304597701147,-25.025062656641605,59.19319999999995,57.02395000000007,57.92210900000002,70.29637442500002,16.822209772381154,1.07700480954,20.382521282675853
INTC,Intel Corporation,97.91,USD,-4.932517720167005,40712609,0.41606196218616837,492095649792.6045,USD,Electronic technology,Buy,111.05175721490136,105.29002382786088,94.27789834061436,-7.614644272504253,-21.73774029814956,159.22689965581145,104.324,120.84300000000003,117.54640000000003,63.87385000000004,nan,0.213791,85.99601994499474
MA,Mastercard Incorporated,548.53,USD,2.4887427364959427,865412,0.30581153655374416,484672285530.2264,USD,Finance,Strong buy,518.5130905953507,513.6735918198389,514.4387983277106,3.357766011569395,11.521571178790705,-3.8863871318182723,537.2400000000001,515.8170000000001,502.1473999999993,529.05365,31.745471381445682,4.769663,21.205106621773286
AMAT,"Applied Materials, Inc.",571.335,USD,-1.3970626305161822,2783451,0.3113910275047749,453616794704.1751,USD,Producer manufacturing,Strong buy,557.948752602915,521.0595717861139,473.37528591903293,-1.834160925070008,-1.8299440707234682,113.91905047176878,584.871,611.11475,523.4428999999999,356.81367499999993,53.68176266090388,3.397752,29.538345443701996
ABBV,AbbVie Inc.,250.675,USD,2.6893613534881804,1871025,0.30993849650065725,442890797948.44403,USD,Health technology,Strong buy,239.78421734191443,233.20788058765353,227.98697026706716,0.9280508918146342,12.254265371008914,9.589490250939932,247.1290000000002,244.98274999999984,227.07050000000007,223.32022499999977,123.63748458692973,3.61789,-13.546819034623924
BAC/PM,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",21.26,USD,-0.3281762775433508,37707,0.38667421413057523,437078999633.0,USD,Finance,,21.418465647999085,21.547256292549786,21.720992653439485,-0.09398496240601302,-0.8395522388059687,-3.582766439909293,21.292000000000037,21.36903499999995,21.51529999999999,22.20530250000008,4.8892670698893825,1.174003,27.340615573842513
BAC/PN,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",19.7319,USD,-0.19271623672230664,24034,0.296564106044434,437078999633.0,USD,Finance,,19.952247328480556,20.083959985863306,20.257043294517292,-0.1422064777328037,-1.3405000000000022,-5.271723475756115,19.768379999999993,19.927094999999902,20.018537999999968,20.722684719999965,4.537842375181105,1.174003,27.340615573842513
BAC/PQ,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",16.865,USD,-0.3250591016548656,52613,0.6177569457001355,437078999633.0,USD,Finance,,16.95171378631482,17.00651534469215,17.103678956199552,-0.2661147250147942,-0.8524397413286485,-4.501698754246895,16.904999999999994,16.993499999999955,16.932152000000016,17.441983354999994,3.8785272405307816,1.174003,27.340615573842513
BAC/PK,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",24.24,USD,-0.08244023083265921,11295,0.2020008727439212,437078999633.0,USD,Finance,,24.427168231032415,24.50890724013397,24.59160036670125,-0.3289473684210602,-1.2224938875305653,-1.4233428222854876,24.26000000000001,24.413009999999947,24.521882540000064,24.789728634999932,5.574592369431731,1.174003,27.340615573842513
BAC/PE,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,18.6999,USD,0.2675603217158228,8383,0.5014535753167358,437078999633.0,USD,Finance,,18.80421656466919,18.93910102404357,19.15368344026791,0.7537715517241422,0.1065310492505343,-0.7962864721485511,18.618980000000025,18.694214999999893,18.943988000000072,19.766636999999953,4.300508244601338,1.174003,27.340615573842513
