Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,181.453,USD,-1.0292353005345263,97716421,0.46155870806534754,4409307811926.906,USD,Electronic technology,Strong buy,183.83392056220003,184.00694952923695,182.21116586220384,3.6815039140620605,1.110553883873841
AAPL,Apple Inc.,256.275,USD,-1.5425102769987487,18124075,0.4437267355511536,3762409186917.456,USD,Electronic technology,Buy,261.96545041678695,262.2839206271515,259.77345000181526,-2.3379444380930785,-5.879868520116807
GOOGL,Alphabet Inc.,299.525,USD,-0.4503456527519338,13205650,0.4190420562115548,3623516382498.99,USD,Technology services,Strong buy,312.5902624508271,309.7268275395075,298.18712855651313,-1.2202160112128106,-12.66474224399347
GOOG,Alphabet Inc.,299.54,USD,-0.4552856335781477,8367055,0.41683726309929514,3623336571714.4087,USD,Technology services,Strong buy,312.7472507202105,310.0204160573501,298.6194814482574,-1.1304936213753916,-12.86235836569649
MSFT,Microsoft Corporation,410.425,USD,-0.062092139865587676,15581285,0.4231672949770841,3047663689494.6763,USD,Technology services,Strong buy,419.7232707882265,435.13285618250836,450.33496008133363,4.472388031207441,-0.13990267639902398
AMZN,"Amazon.com, Inc.",215.36,USD,-1.6351511829724965,25546052,0.5461346533828118,2311872590467.052,USD,Retail trade,Strong buy,217.53820691603903,220.93614737612532,222.85362081750722,5.284771449523345,-9.838399062212174
META,"Meta Platforms, Inc.",645.62,USD,-2.26319693597954,6452359,0.596596370375379,1633131607978.5962,USD,Technology services,Strong buy,653.5705514264712,656.8826474912074,662.3642753500702,1.327766965911237,-6.12304247306356
AVGO,Broadcom Inc.,339.5399,USD,2.034408149773119,21517893,0.7871152636319756,1609851621483.4395,USD,Electronic technology,Strong buy,333.8513752755973,336.4981842406043,334.6349413231612,9.755592190328413,6.26894306907452
TSLA,"Tesla, Inc.",400.3394,USD,-1.2848230797682159,44174273,0.7760144245950042,1502246284070.7625,USD,Consumer durables,Buy,416.91850700267304,421.56690027073853,418.4410409209617,2.493445980542752,-4.785377919421578
BRK.B,Berkshire Hathaway Inc. New,495.67,USD,-0.9452438049560274,2575593,0.47016062775924167,1069402279412.0729,USD,Finance,Buy,497.38337522237833,496.88389425378375,496.2591567421494,0.08985814528749421,-0.026220250100846196
BRK.A,Berkshire Hathaway Inc.,743500.0,USD,-0.965687774317389,105,0.5898876404494382,1069181564846.967,USD,Finance,Buy,746708.823194508,745977.0613088374,744987.3297778628,0.5628000146076428,0.5264080296848521
WMT,Walmart Inc.,123.1725,USD,-0.11150758251561337,10424676,0.5250690566598705,981705374408.272,USD,Retail trade,Strong buy,123.58338831965203,120.71500146672267,116.70204471824437,-3.363800407971124,-3.869117302739402
LLY,Eli Lilly and Company,984.95,USD,0.17187722474218972,1146008,0.3867608043542618,929159901903.8025,USD,Health technology,Strong buy,1027.934258857709,1020.4574550186052,992.3773928957919,-5.712124983247483,-8.386970756752723
