Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,177.82,USD,-3.010799607287013,189017456,0.8504675752515197,4321026177979.0005,USD,Electronic technology,Strong buy,183.0265872288667,183.48794952923694,181.8808931349311,1.6056225358550953,-0.9138526691184747
AAPL,Apple Inc.,257.46,USD,-1.0872488378347385,41120026,0.9480615833762619,3779806088437.9995,USD,Electronic technology,Buy,262.2287837501203,262.4532063414372,259.88117727454255,-1.8863610380702125,-5.4446627614448255
GOOG,Alphabet Inc.,298.3,USD,-0.8673689807583709,17597980,0.8335039015420385,3609999940460.0,USD,Technology services,Strong buy,312.47169516465493,309.8432732002072,298.5067541755301,-1.5397818229828408,-13.223080391557936
GOOGL,Alphabet Inc.,298.52,USD,-0.7843658601435833,25576309,0.7768615340868964,3609999940460.0,USD,Technology services,Strong buy,312.3669291174938,309.5832561109361,298.0957649201495,-1.5516530629070955,-12.957779332866808
MSFT,Microsoft Corporation,408.96,USD,-0.4188175708580957,31123708,0.8060451362577131,3036785134049.0005,USD,Technology services,Strong buy,419.3977152326709,434.92357046822264,450.2017782631518,4.09947690623766,-0.49635036496350865
AMZN,"Amazon.com, Inc.",213.21,USD,-2.6171553850369915,51152713,1.0286976707328943,2288792556829.0,USD,Retail trade,Strong buy,217.06042913826124,220.62900451898247,222.65816627205268,4.2336836959178665,-10.73850791258478
META,"Meta Platforms, Inc.",644.86,USD,-2.3782490879089324,13159344,1.1363496157668804,1631209090675.0002,USD,Technology services,Strong buy,653.4016625375823,656.774076062636,662.2951844409793,1.2084876640090474,-6.233550957497855
AVGO,Broadcom Inc.,330.48,USD,-0.6881629954623204,39152147,1.3325427664146285,1566896259081.0,USD,Electronic technology,Strong buy,331.83806416448624,335.20391281203285,333.8113140504339,6.82699767261443,3.4333823667490933
TSLA,"Tesla, Inc.",396.73,USD,-2.174824312661815,64051312,1.075500766659335,1488702342869.0,USD,Consumer durables,Buy,416.11641811378416,421.05127169930995,418.11291364823444,1.5693804403481808,-5.643818674784751
BRK.A,Berkshire Hathaway Inc.,747800.01,USD,-0.39292579326351074,166,0.894396551724138,1076124193400.5348,USD,Finance,Buy,747664.3809722858,746591.3484516945,745378.2397778627,1.1444019590472043,1.10779950216868
BRK.B,Berkshire Hathaway Inc. New,498.98,USD,-0.2837729816147001,5564301,0.956576690057862,1076124179010.0001,USD,Finance,Buy,498.1189307779339,497.3567513966409,496.56006583305845,0.7582412034933607,0.6413876563130309
WMT,Walmart Inc.,123.8,USD,0.3973724758738098,21552842,1.020604185817638,986706697955.9999,USD,Retail trade,Strong buy,123.72283276409648,120.80464432386552,116.75909017278981,-2.871489094617917,-3.379380316865682
LLY,Eli Lilly and Company,990.33,USD,0.7190366739214501,2627805,0.8381390630747084,934235171727.0,USD,Health technology,Strong buy,1029.1298144132645,1021.2260264471767,992.8664838048828,-5.1971051674292905,-7.886561500111602
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",19.68,USD,-0.4552352048558415,82153,0.375405036504122,780736989250.0,USD,Finance,,19.843525641309647,19.86871241228487,19.90111900776343,-1.1551983927674556,-0.45523520485584146
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",24.82,USD,-0.6405124099279429,120381,1.0916505477704233,780736989250.0,USD,Finance,,24.981750822998904,24.99955948395874,24.996494897871436,-0.8389932081502232,-0.60072086503804
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.14,USD,-0.5537974683544327,149741,1.2686754317144713,780736989250.0,USD,Finance,,25.19740210986844,25.224984166590314,25.25667779379943,-0.3961965134706731,0.19928258270227464
JPM/PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",20.2,USD,-0.4926108374384306,58992,0.7811988924010822,780736989250.0,USD,Finance,,20.37069727947494,20.407181141451638,20.455092067723488,-1.1257953989231544,-0.29615004935835276
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",18.44,USD,-0.2164502164502118,141494,0.7669438080076665,780736989250.0,USD,Finance,,18.522477488474642,18.521153676587684,18.52235696477706,-0.7000538502961713,0.054259359739563556
