Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,182.65,USD,2.7162298953998496,176314570,0.7921502608139074,4438395182813.319,USD,Electronic technology,Strong buy,182.94290117800745,183.36824245363167,181.95081194084648,3.291296725668717,3.3731393966834613
AAPL,Apple Inc.,259.88,USD,0.9399518371785971,38120756,0.8774772701007348,3815334445208.061,USD,Electronic technology,Strong buy,261.7068318056491,262.0856054355176,259.8810702495841,1.6387031170558088,-6.221131639722867
GOOGL,Alphabet Inc.,306.36,USD,2.626289695832786,29241582,0.8945216900107468,3704808996915.871,USD,Technology services,Strong buy,311.03205598027296,309.1227909522309,298.84705901831774,4.076640847941296,-6.363469649734088
GOOG,Alphabet Inc.,306.01,USD,2.5846463291987862,19566741,0.9186132445548804,3703305671405.1777,USD,Technology services,Strong buy,311.0357629058427,309.2956627430347,299.18886743230007,4.037261801553709,-6.519016343363382
MSFT,Microsoft Corporation,409.41,USD,0.11003521126761676,30055265,0.8066202977832848,3040126666986.9946,USD,Technology services,Strong buy,417.1782229587441,431.278774687048,446.4934347846835,1.1101095291604421,2.566607793769495
AMZN,"Amazon.com, Inc.",213.49,USD,0.13132592279911878,53998507,1.085841687767179,2291798334775.2134,USD,Retail trade,Strong buy,216.26700044086985,219.6091467305564,221.82469661095698,1.4445236398194443,5.323137641835235
AVGO,Broadcom Inc.,345.75,USD,4.620551924473487,40332364,1.270143218283095,1639295514334.4702,USD,Electronic technology,Strong buy,334.9296054612671,336.71049669602814,334.89664913675807,5.653170359052712,8.01312089971883
META,"Meta Platforms, Inc.",647.39,USD,0.3923332196135553,13452653,1.115421056979794,1637608865819.0745,USD,Technology services,Strong buy,652.0657375292307,655.4334937679737,660.9401676736175,1.9865150130753986,-2.7198004477903535
TSLA,"Tesla, Inc.",398.68,USD,0.4915181609658933,66756822,1.1268736930993544,1496019585246.9258,USD,Consumer durables,Buy,412.24165853294323,417.85537574226566,416.3462851347586,2.212536854249454,-0.5463117718961253
BRK.A,Berkshire Hathaway Inc.,745200.0,USD,-0.34768787981161026,145,0.7700477960701009,1072382640008.3606,USD,Finance,Buy,747116.7407562223,746392.5843871667,745362.0361616934,0.566394468038591,-1.0111435390091623
BRK.B,Berkshire Hathaway Inc. New,497.2,USD,-0.3567277245581044,5829687,0.9655700475948901,1072285345712.7981,USD,Finance,Buy,497.914723938393,497.33435833997794,496.6182416664168,0.4647403515861814,-1.384426196993141
WMT,Walmart Inc.,124.34,USD,0.43618739903069975,19366113,0.9452613826980844,991010588237.8759,USD,Retail trade,Strong buy,123.85998103874171,121.30969513474187,117.44826379344528,0.5267264135307637,-2.3175426192159656
LLY,Eli Lilly and Company,1008.39,USD,1.8236345460603987,2799642,0.9528118145258945,951272207060.0603,USD,Health technology,Strong buy,1024.5209667658723,1019.3923083832942,994.2777125498935,2.1785609338426775,-4.508522727272729
