Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next Qtr
SPY,SPDR S&P 500 ETF TRUST,648.57,USD,-1.7020309184601252,163617440,1.6614265635608187,0,USD,Miscellaneous,,672.232324833927,675.3777269422045,673.1968803275331,-2.963882821149637,-5.182597000087707,-5.416283851774072,661.9239999999996,675.6729999999995,683.8907999999993,660.3642500000004,,
QQQ,"Invesco QQQ Trust, Series 1",582.06,USD,-1.8481670095443725,91962468,1.3682534784195781,0,USD,Miscellaneous,,600.3732414952567,603.9643293277796,602.7170482536526,-2.9964669022065227,-3.3299563202737152,-6.128439183304842,594.7339999999998,602.972,610.9481999999996,592.8286999999999,,
