Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next Qtr,EPS Growth YoY TTM
NVDA,NVIDIA Corporation,205.2111,USD,-1.0554001928640395,77074225,0.6270030477787661,4966108473853.878,USD,Electronic technology,Strong buy,204.25389171488345,202.80891874090347,199.4290904531562,-1.5962884818260308,-1.5915695583369365,8.099718176310995,208.08821999999992,202.24505499999995,209.9628219999998,192.40700550000005,31.426858403013874,2.079254,110.33338701884364
AAPL,Apple Inc.,332.425,USD,-0.2505551221268618,25661891,0.5732511760668069,4882444609404.791,USD,Electronic technology,Buy,307.4289766454279,299.7543203640798,290.73403623389254,4.860968723877427,10.497099835463438,22.10060421296212,325.07100000000025,305.4522499999999,302.6221,274.20922499999983,40.21351236920099,1.891523,29.004822172630675
GOOGL,Alphabet Inc.,347.86,USD,-1.861987248208533,12293202,0.5313549210707564,4231465297934.7544,USD,Technology services,Strong buy,356.89721778354084,354.95584776119534,346.44286404925725,-2.338639490159742,-5.7609210971892955,9.769643420637438,357.0519999999998,355.9554999999999,370.6087999999997,321.6614500000001,26.535765231785554,2.876595,46.187815730487436
GOOG,Alphabet Inc.,347.22,USD,-1.8625816115994391,9901523,0.6269697753336606,4231439670474.0747,USD,Technology services,Strong buy,354.8133185178007,352.8656017182193,344.6181963058896,-1.9124834034859688,-5.402533714752754,9.329638842532843,355.84800000000007,354.0330000000001,367.9947999999999,320.95575,26.486944183811246,2.876037,46.187815730487436
MSFT,Microsoft Corporation,392.61,USD,-2.116679132385941,15543533,0.5354883999027356,2916477741030.352,USD,Technology services,Strong buy,393.75145151057615,398.51957029454616,406.54878105439013,1.2546905827283417,0.6047405509288952,-18.946705616400173,393.05199999999996,381.09699999999964,401.48740000000015,439.3425000000004,23.383422373898906,4.24109,29.74746147782946
AMZN,"Amazon.com, Inc.",248.72,USD,-0.4682060106446787,20323320,0.5722342022007237,2675508237214.9917,USD,Retail trade,Strong buy,246.15997406968455,245.40243233704555,242.44257881295397,1.6511361778649634,1.5598203348305402,7.512751793896427,249.67400000000015,242.1309999999998,252.1628000000003,234.06995000000015,29.72381897056539,1.814767,36.47513577870922
AVGO,Broadcom Inc.,372.955,USD,-0.3992522366137013,10775841,0.5023365309946283,1774363335881.333,USD,Electronic technology,Strong buy,385.9709569958215,385.61674094354123,379.2419697824264,-5.215070843128544,-4.051915977412176,5.720360002834671,382.96900000000005,381.9457499999995,402.98689999999954,363.63680000000016,62.08673214582986,3.212946,125.81008946695735
META,"Meta Platforms, Inc.",632.66,USD,-4.797303397839106,7509697,0.3840139083483814,1605958721893.8767,USD,Technology services,Strong buy,611.4095652413326,611.2844185753212,616.9756181945805,-4.342435513623035,6.8678822031006685,-4.536572484816485,659.2559999999997,604.5860000000005,604.2679,640.4387250000003,23.000298110271718,7.193894,7.29342195593833
TSLA,"Tesla, Inc.",382.09,USD,-2.293765662558182,15557990,0.47185180473695865,1435024433902.0022,USD,Consumer durables,Buy,396.47535637500914,398.4023115274937,400.1343653292707,-5.565853537974849,-4.841481333897841,-16.537789427697692,391.7099999999994,397.91449999999975,409.82480000000004,417.0544249999998,349.0681527498629,0.520021,-39.80422349318082
LLY,Eli Lilly and Company,1179.81,USD,0.9100472985108986,1163747,0.5049396786982985,1111075955867.2383,USD,Health technology,Strong buy,1147.410846912861,1111.8642669555236,1073.8278407189846,-0.025421359025849667,5.651473090355503,9.607023411371223,1168.0039999999995,1174.6405,1109.4359999999997,1007.2568499999994,42.46823368489255,6.045252,130.14091274344932
BRK.A,Berkshire Hathaway Inc.,743023.6,USD,0.6125389302640456,83,0.5379131561892417,1069502404989.026,USD,Finance,Buy,739051.3928519087,735476.077596012,733816.4751903516,0.07502560115298941,0.7958413200987003,-0.9301866666666698,739310.7219999996,743538.6725000001,731377.446400001,735539.4335,14.745529125910615,7492.433283,-10.480948284775364
BRK.B,Berkshire Hathaway Inc. New,496.07,USD,0.5982316677482131,2700246,0.7153950243510203,1069350320051.7787,USD,Finance,Buy,493.2084391244801,490.66071046944853,489.38322188441725,0.044368256529186335,0.5737571973075954,-0.976125838390288,493.096,495.80799999999897,487.69019999999995,490.3172500000008,14.766976650036316,4.997453,-10.480916050876308
MU,"Micron Technology, Inc.",879.63,USD,3.0977496483825537,33107384,0.8184805812437685,993448037216.1787,USD,Electronic technology,Strong buy,929.307703774568,856.1151636505116,748.4342321886431,-5.314316469321851,-17.117685856967867,198.05336721728082,911.4460000000001,1024.9525,934.3023999999998,483.23910000000024,19.913701182420578,31.098032,697.287150515315
JPM,JP Morgan Chase & Co.,344.685,USD,0.44732624216815536,3805636,0.36349099153847475,923587396198.3687,USD,Finance,Buy,328.30428463263087,321.9927828465267,316.4743426534706,1.8753325057634416,3.76452525739057,6.879069767441861,342.4329999999998,335.26925000000017,318.2832999999998,309.78532500000046,14.766096902711734,5.703678,19.772185022704537
JPM/PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",19.255,USD,-0.4395036194415763,27030,0.3838469043024083,919474346158.0,USD,Finance,,19.290370817032276,19.396182574811505,19.568588258479107,0.706066945606684,-0.18144116122343257,-5.101034992607197,19.252999999999954,19.25625000000003,19.289500000000054,20.10259700000008,0.8248725527995544,5.703678,19.772185022704537
JPM/PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 5.75% Non-Cumulative Preferred Stock, Series DD",24.0325,USD,0.17715714881200678,37919,0.3853290626257535,919474346158.0,USD,Finance,,24.067127358080068,24.162751399166932,24.3048693372995,0.30258764607678634,-0.2800829875518778,-3.7159455128205208,24.0185,24.005124999999932,24.043250000000025,24.70608800000001,1.0295377629267874,5.703678,19.772185022704537
JPM/PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",18.34,USD,0.10917030567685357,58398,0.5419697563094308,919474346158.0,USD,Finance,,18.4297113928322,18.543203606798922,18.71675285223771,0.2185792349726729,-0.7575757575757607,-5.803800719054951,18.331999999999987,18.37449999999997,18.441999999999968,19.232979999999976,0.7856745062759714,5.703678,19.772185022704537
JPM/PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",17.15,USD,-0.17462165308498914,37145,0.27903898507785596,919474346158.0,USD,Finance,,17.24848111898158,17.37464816721744,17.562234716361683,0.5275498241500578,-0.9815242494226426,-6.488549618320618,17.14200000000003,17.16449999999999,17.26940000000003,18.106875999999986,0.7346956260977594,5.703678,19.772185022704537
JPM/PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative Preferred Stock, Series EE",25.28,USD,0,20558,0.24577415031699104,919474346158.0,USD,Finance,,25.26266927260898,25.239488611025237,25.226164372111256,-0.1973943939991992,-0.19739439399919922,0.47694753577106913,25.283999999999978,25.274499999999996,25.19840000000001,25.251336999999943,1.0829799083236946,5.703678,19.772185022704537
JPM/PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",18.66,USD,0.21482277121374405,92077,0.4733159929267591,919474346158.0,USD,Finance,,18.749931386618147,18.86115453330123,19.033251600558053,0.5387931034482836,-0.5330490405117346,-5.2791878172588795,18.652000000000044,18.680000000000003,18.74640199999996,19.538036999999996,0.7993831127104485,5.703678,19.772185022704537
WMT,Walmart Inc.,115.11,USD,0.13919095258807881,8879897,0.49398336030014983,916054461060.4453,USD,Retail trade,Strong buy,116.8548617555495,118.62142522618846,119.348976050936,0.33558509479189813,-3.7380832915203204,3.3071572806820755,114.21399999999998,114.26200000000006,119.66040000000015,117.57005,40.55025187585867,0.743126,21.780351780351772
AMD,"Advanced Micro Devices, Inc.",499.36,USD,-0.3154070347746205,15252983,0.6232723867632374,814256712561.6641,USD,Electronic technology,Strong buy,499.78846549725125,463.45382879099714,412.680553942477,-7.09581395348837,-5.719760976484685,128.12243033348562,522.3920000000003,533.1987499999999,499.15580000000017,296.70415,163.8911680724671,1.611267,123.34701656648583
ASMLF,ASML Holding N.V.,1773.0,USD,-0.13911809267405403,212,0.03235998962038069,677259064726.8694,USD,Electronic technology,Strong buy,1749.4535660812448,1688.2974168017297,1595.5332286956962,0.35091691193117763,-7.854937790389478,57.6,1772.4094000000011,1817.2571799999992,1716.987682,1356.5440015,56.35873953905981,11.785798796960002,11.202880168603903
V,Visa Inc.,358.575,USD,-1.797940515966478,3062085,0.392773557104233,675600100110.4777,USD,Finance,Strong buy,342.09355108656047,335.91536979583464,331.78918785401044,1.9460950160634494,7.518740629685155,2.4880669963129116,358.5250000000001,346.30125000000027,333.1027000000004,329.6272749999997,31.52335405146419,3.22726,15.69616648189022
XOM,ExxonMobil Holdings Corporation,147.74,USD,1.2264474134977874,6493372,0.4678283279206422,612301852577.7463,USD,Energy minerals,Buy,143.444695171001,144.6550787809892,144.17554438656924,4.839625319330132,4.616909786149278,23.02439836789075,145.55999999999997,139.82750000000019,146.00540000000012,137.06889999999993,24.930392669715328,3.551193,-21.597914957796423
JNJ,Johnson & Johnson,253.99,USD,1.608192983157983,3494051,0.46831732756459876,611409059233.1367,USD,Health technology,Strong buy,247.64327380977875,243.13910765736887,237.54097777836773,-1.535181236673766,8.528821091313084,22.807272023982215,252.52000000000044,251.8725,238.6780000000001,222.92597500000048,29.438559076473723,3.049391,-7.724064171122985
TCTZF,Tencent Holding Ltd.,56.9,USD,-6.5834838285995705,635,0.09424301340180176,512656275292.99817,USD,Technology services,Strong buy,57.207222329157034,58.44789206549769,60.869821348253,-4.281268399360756,-5.481727574750838,-28.696741854636592,58.91919999999995,57.09800000000007,57.841709000000016,70.17352442500002,15.998391042094061,1.07700480954,20.382521282675853
MA,Mastercard Incorporated,542.795,USD,-1.5855604307937785,1172100,0.423822613115007,479604892974.2545,USD,Finance,Strong buy,517.2386461509063,512.8543061055532,513.917434691347,2.277138173390349,7.926550414570607,-4.8912757792924735,541.0530000000001,518.45775,503.1218999999993,528.941975,31.4135655998611,4.763523,21.205106621773286
INTC,Intel Corporation,95.3615,USD,-1.6689008042895415,62773379,0.6382484812097575,479286915590.423,USD,Electronic technology,Buy,110.48542388156802,104.92595239928944,94.04621652243253,-10.019343272315528,-21.73861304883052,152.479481069632,101.24230000000001,119.50957500000004,117.27203000000003,64.17360750000003,nan,0.214481,85.99601994499474
ABBV,AbbVie Inc.,258.06,USD,1.4426667714925965,1964916,0.3280152416585747,455938560919.75037,USD,Health technology,Strong buy,241.42532845302554,234.26288058765354,228.65833390343082,3.9014373716632433,16.0341726618705,12.818046690565703,249.86800000000017,247.00999999999985,228.18380000000002,223.5133000000001,127.2799013563502,3.61789,-13.546819034623924
CSCO,"Cisco Systems, Inc.",111.99,USD,2.124749224876891,7536512,0.3747110307114889,441401299611.3636,USD,Electronic technology,Strong buy,114.27166085548676,110.22382694980698,103.76688553402505,-6.64777226691119,-5.8591123066577,46.11520647139409,113.95200000000004,116.42600000000004,115.95139999999994,87.27470000000005,36.50974766903566,1.166793,25.71311475409837
BAC,Bank of America Corporation,61.675,USD,0.30086192876889767,13960055,0.4421929766006019,437682220675.26263,USD,Finance,Strong buy,57.57160417070539,56.02887082433545,54.68269617428579,3.30820770519262,7.936646832341611,12.075231691804461,60.97499999999989,58.95425000000002,55.13029999999998,52.99307500000009,14.183703976266585,1.174003,27.340615573842513
BML/PJ,Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Pref,19.9,USD,-0.5994005994006043,5196,0.5745245466607696,436369351428.0,USD,Finance,,19.97898117171925,19.99429092030554,20.052103376027024,0.30241935483870325,0.5558362809499718,0.25188916876572875,19.927980000000037,20.010574999999914,20.060842000000047,20.236040999999965,4.57650116137341,1.174003,27.340615573842513
BAC/PO,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",17.2,USD,0.05817335660266439,26820,0.2854169194128201,436369351428.0,USD,Finance,,17.444920010164957,17.50369358496022,17.603498882852897,-1.4891179839633537,-2.050113895216398,-5.3384700055035905,17.31000000000003,17.501679999999958,17.45764644000003,17.934499109999948,3.9555688429961133,1.174003,27.340615573842513
BAC/PS,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",18.93,USD,0.15873015873016477,21808,0.5282050039964153,436369351428.0,USD,Finance,,18.980133190519286,19.050970799288375,19.172113891262548,0.26483050847458,-0.5777310924369718,-4.006085192697765,18.900000000000027,18.99800000000002,18.965100000000024,19.583493499999996,4.353425476623048,1.174003,27.340615573842513
BAC/PL,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,1285.0,USD,-0.07620647288449418,4326,0.35864104392233587,436369351428.0,USD,Finance,,1250.640388364581,1241.8752665019194,1237.061600477197,1.984126984126984,3.8803556992724335,2.7342500799488363,1279.477999999998,1261.577004999999,1232.5013519999977,1240.712247999994,295.5177885610468,1.174003,27.340615573842513
BAC/PQ,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",16.87,USD,-0.177514792899394,26801,0.31932106296585777,436369351428.0,USD,Finance,,16.95282489742593,17.00722963040644,17.104133501654097,-0.23654642223535863,-0.9395184967704059,-4.473386183465454,16.905999999999995,16.985249999999954,16.930152000000014,17.435508354999996,3.879677115194444,1.174003,27.340615573842513
BAC/PN,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",19.72,USD,-0.10131712259371618,27547,0.34675437801476294,436369351428.0,USD,Finance,,19.949602884036114,20.082259985863306,20.25596147633547,-0.2024291497975845,-1.6458852867830516,-5.328852616418625,19.747999999999994,19.915499999999902,20.00469999999997,20.713075219999965,4.53510567348159,1.174003,27.340615573842513
BML/PG,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock , Series 1)",18.81,USD,-0.3707627118644083,113,0.025456183825185854,436369351428.0,USD,Finance,,18.933436682395858,19.02163552219057,19.1416972629654,0,-0.6339144215530956,1.6207455429497415,18.901999999999962,18.82270000000002,19.08687400000006,19.45067350000013,4.325828484695168,1.174003,27.340615573842513
BML/PL,Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Pref,19.3,USD,-0.40868560105680396,5907,0.3619951096648466,436369351428.0,USD,Finance,,19.367771672591928,19.42881591458895,19.511021885311525,0.36401456058242476,-0.5154639175257623,-0.15519917227106875,19.30783999999995,19.283454999999964,19.474455999999964,19.672752999999997,4.438516201734011,1.174003,27.340615573842513
BAC/PB,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",25.0,USD,-0.1597444089456835,18615,0.23384562043520535,436369351428.0,USD,Finance,,25.004059542494662,25.006502389801106,25.025831375018097,-0.07993605115907104,-0.8330027766759256,-0.4380724810832315,25.000000000000018,25.01921499999994,24.95688599999993,25.147179999999917,5.7493733183083044,1.174003,27.340615573842513
BAC/PE,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,18.7899,USD,0.7231305280085673,20949,1.1531855864187337,436369351428.0,USD,Finance,,18.824216564669193,18.95195816690071,19.161865258449726,1.2386853448275899,-0.05372340425532622,-0.31883289124669517,18.649980000000024,18.69446499999989,18.934788000000072,19.751211999999953,4.3212059885472485,1.174003,27.340615573842513
