Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Performance % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next FY,EPS Growth YoY TTM
SPY,SPDR S&P 500 ETF TRUST,761.76,USD,-0.33102618116159743,32748465,0.8678317848730779,0,USD,Miscellaneous,,762.536615801106,756.8091208589666,746.1245834008733,-1.3277030090283806,-2.1553163613944015,11.090694316839473,762.4479999999996,766.1499999999995,758.9559999999989,714.6991000000002,,,
QQQ,"Invesco QQQ Trust, Series 1",711.06,USD,-0.5343554162936507,25981858,0.8935787681332703,0,USD,Miscellaneous,,713.4694039019719,709.581569720483,699.0600210794064,-1.1517422099270977,-3.0474086800016393,14.675999096861595,713.86,714.6675000000002,710.3755999999997,660.6684000000001,,,
